dataset,record_id,label,tfidf_prediction,biobert_prediction,pubmed_prediction,biobert_prob_1,pubmed_prob_1,text
healthfact,27275,1,0,0,1,0.29281288,0.99718326,A TEDx speaker gave a talk that referred to pedophilia as an 'unchangeable sexual orientation.'
healthfact,15295,0,1,1,0,0.6211572,0.0014338844,Almost 95 percent of all (Planned Parenthood) pregnancy services were abortions.
healthfact,35538,0,1,1,0,0.5380571,0.12771241,"Rudy Giuliani correctly tweeted that a research lab in Wuhan, China, got a $3.7 million grant from the U.S. in 2017 despite a ban on such funding."
healthfact,27899,1,0,0,1,0.36589286,0.99322826,A photograph shows the wedding of a U.S. Marine disfigured by combat wounds.
healthfact,14779,1,0,0,1,0.45005348,0.5442898,"Hillary Clinton Says Bernie Sanders ""voted for regime change with respect to Libya."
healthfact,22092,0,1,1,0,0.5915511,0.0005437831,"The Massachusetts health care plan is ""wildly unpopular"" among state residents."
healthfact,36784,1,0,0,1,0.38769352,0.8492658,"Meryl Streep, who was critical of President-elect Donald Trump in a Golden Globes speech, once gave accused pedophile Roman Polanski a standing ovation at the Oscars."
healthfact,15218,0,1,1,0,0.99033535,0.0013464661,"Planned Parenthood is ""not actually doing women’s health issues."
fakehealth,news_reviews_00450,1,0,0,1,0.42843458,0.99623966,"Heart bypass surgery brings long-term benefits At a Glance A clinical trial found that bypass surgery increases survival rates for patients with advanced stages of coronary artery disease and heart failure. The results may inform recommendations for patient care and clinical practice. monkeybusinessimages/iStock/Thinkstock Coronary artery disease is a condition in which a waxy substance called plaque builds up inside the arteries, which supply oxygen-rich blood to your heart. Eventually, an area of plaque can rupture and cause a blood clot to form on the plaque’s surface. If the blockage isn’t treated quickly, the portion of heart muscle fed by the artery begins to die. This heart damage may go unrecognized and lead to severe or long-lasting problems. Coronary artery bypass grafting (CABG) is a surgical procedure that improves blood flow to the heart by bypassing clogged arteries. CABG was once thought to be too risky for patients with the long-term effects of coronary artery disease: left ventricular dysfunction (when the left side of the heart is unable to pump normally) and heart failure (when the heart can’t pump enough blood to meet the body’s needs). Early studies of the safety and effectiveness of CABG excluded most patients with these conditions. The procedure was typically used to relieve disabling angina, or chest pain. A team led by Dr. Eric J. Velazquez of Duke University Medical Center conducted a 5-year randomized controlled trial to investigate the effects of CABG on patients with coronary artery disease that shows sign of left ventricular dysfunction and heart failure. More than 1,200 patients were included in the clinical trial. They were randomly assigned to receive either CABG plus medical treatment or medical treatment alone. The medical treatment included guideline-directed medications and devices. Patients had follow-up evaluations every 4 months for the first year and then every subsequent 6 months. An extension study evaluated the 10-year outcomes of the surgical intervention. Almost all the participants were included in the 10-year follow-up results. The research was funded by NIH’s National Heart, Lung, and Blood Institute (NHLBI). Results were published online in the New England Journal of Medicine on April 3, 2016. Death from any cause occurred in 359 patients (59%) in the CABG group and in 398 patients (66%) receiving medical treatment alone. A total of 247 patients (41%) in the CABG group and 297 patients (49%) in the medical treatment group died from cardiovascular causes. In addition, the bypass surgery was associated with an overall 1.4-year increase in median survival time (7.7 vs. 6.3 years). These results show that CABG improves survival for people with coronary artery disease, left ventricular dysfunction, and heart failure. “The current 10-year follow-up provides new important insights about patient subgroups that are more likely to benefit from CABG as compared to medical therapy alone,” explains NHLBI Director Dr. Gary H. Gibbons. “As such, we now have a solid evidence base to inform patient care and the future development of clinical practice recommendations.”"
fakehealth,news_reviews_00410,1,0,0,1,0.3519106,0.68961966,"(Boston) -- To date, there are no methods that can quickly and accurately detect pathogens in blood to allow the diagnosis of systemic bloodstream infections that can lead to life-threatening sepsis. The standard of care for detecting such blood-borne infections is blood culture, but this takes days to complete, only identifies pathogens in less than 30% of patients with fulminant infections, and it is not able to detect toxic fragments of dead pathogens that also drive the exaggerated inflammatory reactions leading to sepsis. Biomarkers that report elevated inflammation are used clinically in the treatment of patients with sepsis; however, they fail to distinguish inflammation triggered by infectious pathogens from that induced by non-infectious causes, such as burns, traumas and surgeries. Now, a Wyss Institute team led by Donald Ingber reports in eBioMedicine that it has filled this void with a rapid and specific diagnostic assay that could help physicians decide within an hour whether a patient has a systemic infection and should be hospitalized for aggressive intervention therapy. The potential of this assay to detect pathogen materials was demonstrated in both animal studies and a prospective human clinical study, whose results also suggest that it also could serve as a companion diagnostic to monitor the success of antibiotic and dialysis-like sepsis therapies. ""Our pathogen detection technology solves both dilemmas: it quickly reports whether infectious pathogens are present in the body, even at early stages of infection before sepsis develops. And it can more specifically identify patients who have excessive inflammation due to systemic infection, rather than other causes,"" said Donald Ingber, M.D., Ph.D., the Wyss Institute's Founding Director, the Judah Folkman Professor of Vascular Biology at Harvard Medical School and the Vascular Biology Program at Boston Children's Hospital, and Professor of Bioengineering at the Harvard John A. Paulson School of Engineering and Applied Sciences. ""This assay could become a real game changer in this clinical area, and it also should lead to more judicious use of antibiotics, helping to decrease the worrisome rise we are seeing in antibiotic-resistant organisms."" ""In a cohort of emergency room patients with suspected sepsis, we saw that the assay picked up infection within an hour in 85% of patients who exhibited clinical symptoms of sepsis, and equally importantly, it did not falsely predict infection in healthy subjects or patients with inflammation triggered by other causes, such as trauma. On the other hand, blood cultures that we performed in parallel using the same samples only detected pathogens in 18% of the cases,"" said Nathan Shapiro, M.D., Ph.D., Director of Translational Research in the Center for Vascular Biology Research at BIDMC, who worked with Ingber's team to conduct the clinical study. ""This highlights the advance this technology represents."" The diagnostic assay is built on FcMBL, a genetically engineered pathogen-binding protein previously developed by Ingber and Michael Super, a Wyss Senior Staff Scientist who co-leads the Institute's pathogen-detecting effort. FcMBL binds to pathogens and pathogen-released fragments, known as Pathogen-Associated Molecular Patterns (PAMPs) by recognizing carbohydrate molecules on their surface. Previous efforts in Ingber's team at the Wyss Institute have established FcMBL as a key component of an advanced dialysis-like, pathogen-extracting therapeutic device, and of a method for the fast retrieval of infectious pathogens from complex clinical samples to enable their identification and antibody susceptibilities. ""In our latest work, we show that the FcMBL-based pathogen-detecting assay is considerably faster and more accurate than any other available assay for systemic infection. We are currently working to ready it for high-throughput use in clinical and point of care situations and to accelerate it even further,"" said Mark Cartwright, Ph.D., a Staff Scientist at the Wyss Institute and a lead-author on the study. As a prerequisite to their clinical study, the Wyss Institute's team had successfully tested the assay in rat and pig models of infection with pathogenic E. coli bacteria. ""The animal models clearly told us that the assay can sensitively trace spikes of PAMPs released during antibiotic therapy, or residual infectious PAMP materials, even when no living bacteria circulate anymore in blood but they remain hidden inside internal organs. Thus, this assay could be an excellent tool for monitoring ongoing infection and responses to antibiotics and dialysis-like therapies for severe infections and sepsis,"" said Mike Super, Ph.D. Together, the findings suggest that the FcMBL-based pathogen detection technology with its rapid handling time, high sensitivity and broad specificity towards infection-causing pathogens could provide a real-world advance to diagnose life-threatening infections in both clinical microbiology laboratories and point-of-care settings. ### The work was funded by the Wyss Institute and the Defense Advanced Research Project Agency (DARPA). PRESS CONTACTS Wyss Institute for Biologically Inspired Engineering at Harvard University Benjamin Boettner, benjamin.boettner@wyss.harvard.edu, +1 917-913-8051 MULTIMEDIA CONTACT Wyss Institute for Biologically Inspired Engineering at Harvard University Seth Kroll, seth.kroll@wyss.harvard.edu, +1 617-432-7758 The Wyss Institute for Biologically Inspired Engineering at Harvard University uses Nature's design principles to develop bioinspired materials and devices that will transform medicine and create a more sustainable world. Wyss researchers are developing innovative new engineering solutions for healthcare, energy, architecture, robotics, and manufacturing that are translated into commercial products and therapies through collaborations with clinical investigators, corporate alliances, and formation of new startups. The Wyss Institute creates transformative technological breakthroughs by engaging in high risk research, and crosses disciplinary and institutional barriers, working as an alliance that includes Harvard's Schools of Medicine, Engineering, Arts & Sciences and Design, and in partnership with Beth Israel Deaconess Medical Center, Brigham and Women's Hospital, Boston Children's Hospital, Dana-Farber Cancer Institute, Massachusetts General Hospital, the University of Massachusetts Medical School, Spaulding Rehabilitation Hospital, Boston University, Tufts University, Charité - Universitätsmedizin Berlin, University of Zurich and Massachusetts Institute of Technology. The Beth Israel Deaconess Medical Center is a patient care, teaching and research affiliate of Harvard Medical School and consistently ranks as a national leader among independent hospitals in National Institutes of Health funding. BIDMC is in the community with Beth Israel Deaconess Hospital-Milton, Beth Israel Deaconess Hospital-Needham, Beth Israel Deaconess Hospital-Plymouth, Anna Jaques Hospital, Cambridge Health Alliance, Lawrence General Hospital, Signature Healthcare, Beth Israel Deaconess HealthCare, Community Care Alliance and Atrius Health. BIDMC is also clinically affiliated with the Joslin Diabetes Center and Hebrew Rehabilitation Center and is a research partner of Dana-Farber/Harvard Cancer Center and The Jackson Laboratory. BIDMC is the official hospital of the Boston Red Sox."
fakehealth,story_reviews_00534,0,1,1,0,0.66323584,0.06521003,"The GeneSight test result helped prompt Brown’s psychiatrist to switch him to a new drug in June, making Brown, 40, optimistic that there might be a path back to a job, an apartment, and even a new girlfriend. But three weeks later he was suicidal, checking into a mental hospital at his therapist’s urging. By collecting the former editor’s DNA with a quick cheek swab, a new genetic test retailing at $3,800 would reveal which depression medications Brown would likely respond well to and those he would not. RUTLAND, Vt. — For the first time in John R. Brown’s two-decade quest for the right medication to make his brain behave, his psychiatrist offered him hope in the form of what seemed like rock-solid science. Advertisement “I can’t help but wonder if I should have stuck with the devil I know,’’ Brown now says. Genetic tests to identify the most effective psychiatric drugs are the hot new technology in the race to create personalized treatments based on people’s DNA. More than 600,000 of these tests have likely been administered in the last three years, based on company websites and research data, to better treat conditions ranging from depression to attention deficit disorder to anxiety. In a nod to the tests’ growing acceptance, the federal Medicare program last year agreed for the first time to pay for the GeneSight test for some depressed patients. But a review by the New England Center for Investigative Reporting has found that virtually all the evidence that these psychiatric tests work is based on limited studies funded by the companies themselves or researchers they fund, including all five studies used to promote GeneSight on the company’s website. The federal government doesn’t require companies to prove that this and thousands of other tests are accurate before marketing and selling them. Unlike drugs, the Food and Drug Administration does not regulate them, though that may soon change. Advertisement Some of the testing firms’ research practices also raise questions about potential conflicts of interest. For example, California-based Proove Biosciences provides a full-time employee to administer and run a study on the company’s test at a Littleton, Mass., mental health clinic. It pays clinicians for time spent related to the study, a relationship that could give clinicians an incentive to steer patients to the test — and give the company access to insurance reimbursement for those patients. Patients also cannot find out for themselves if their doctor stands to gain financially by recommending a personalized medicine test. A public federal database created in 2014 to disclose financial relationships between the health care industry and physicians excludes most genetic tests. “It is the Wild West,’’ said Mildred Cho, associate director at the Stanford Center for Biomedical Ethics, who says there is little published evidence on the effectiveness of drug response tests. Eric Lander, a leader of the Human Genome Project and founding director of the Broad Institute in Cambridge, goes further, saying in a New England Journal of Medicine article earlier this year that the mental health testing company claims are “not harmless and may be quite dangerous.” In psychiatry, a field hampered by a lack of definitive tests for conditions and treatments alike, the idea of a genetic test to identify the drugs most likely to be effective is particularly appealing as a way to cut down on the trial-and-error approach to medications that many patients face. Advertisement And the tests do hold promise. The basic science behind them is built on years of solid research — analyzing an individual’s genetic make-up to determine how they may respond to drugs. GeneSight’s test was developed using technology from the respected Mayo Clinic and Cincinnati Children’s Hospital Medical Center. Officials at Assurex Health, the Ohio-based company that makes GeneSight, stand behind their product. They make no guarantee that GeneSight will lead doctors to pick the right medicine for patients, but they point to company studies that show it more than doubles the odds they will. Plus, the officials note, the test underwent close review by a Medicare contractor before the agency agreed to pay for the tests. “Patients do better,’’ said Bryan M. Dechairo, senior vice president of medical affairs and clinical development for Assurex. “We continue to do more studies” to show the test’s value. The amount of money at stake is enormous. Psychiatric conditions affect 1 in 4 adults every year and 1 in 5 teens, according to the National Alliance on Mental Illness. Finding a test to more precisely target treatment could help troubled people find help more quickly, cut down on side effects, and save money. It can also make hundreds of millions of dollars for the test makers, which helps explain why at least 15 companies are now ramping up mental health testing. “It is so much more than just getting the medications right,’’ said Rachel Scott, vice president of clinical research and operations for Pennsylvania-based test maker Genomind. “It is giving patients the opportunity to step outside the stigma of mental illness, for them to see this is their biology — and give their clinician some objective information.” Advertisement But psychiatric genetics remains in its infancy. Aggressive marketing and a lack of regulation of tests that have a thin scientific foundation have raised concerns for some bioethicists. “The claims of these companies are weak,’’ said Robert Klitzman, a psychiatrist and bioethicist at Columbia University in New York who had a commentary published last week in a mental health journal calling for vigilance in the marketing of genetic mental health tests. “Conflicts of interest in the field are major problems,” he said. Payments from test maker Last fall, the owners of the New England Center for Mental Health in Littleton, an adult and child clinic, were asked to be part of a research study. California-based Proove Biosciences wanted the center to join a national study, aimed in part at better understanding how its tests benefited adults with mental health conditions. The company would provide the center with a full-time research assistant stationed in an office behind the reception desk. If a clinician and patient decided a Proove drug metabolism test, which analyzes 69 genetic variants, would be useful, the assistant would take the patient’s DNA with a cheek swab, collect insurance information for Proove to be reimbursed, and administer extensive questionnaires to track how the test worked out over time. Advertisement “We wanted to offer our patients a test that could really help them,’’ said Jessica X. Hennessey, director of operations and management at the Center for Mental Health. The center received a one-time payment of $600 from Proove for training and is allowed to bill $150 for each hour of clinical research service and services rendered by Littleton staff members related to the study, according to Ernie Corrigan, a spokesman for the center. The Center for Mental Health has billed Proove a little more than $5,600 since then, Corrigan said. Proove officials and Hennessey said clinicians are never compensated based on the type or number of tests they order, and clinicians do not promote the swab test in any way. “The tests are only ordered if they are medically necessary,” said Brian Meshkin, Proove’s founder and CEO. But the close arrangement raises eyebrows among bioethicists because it can lead to the appearance of clinicians ordering the test to receive compensation for the study. “There is a big set of ethical concerns here,’’ said Columbia’s Klitzman, after being told about the Littleton study. He said those concerns are especially pronounced if doctors have financial incentives and “order tests that have no clear proven benefit.” Federal officials are growing increasingly concerned about such research-physician arrangements in the genetic testing field. Late last year, a large study that included psychiatric drug response by New Orleans-based Renaissance RX was shut down after Medicare halted payments and began a review. A Rhode Island doctor also sued the company, charging, in part, that Renaissance RX enrolled ineligible people in order to bill insurance. Meanwhile, the Office of the Inspector General for the US Department of Health and Human Services last year singled out compensation agreements related to research studies in a special fraud alert, noting there were growing cases of doctors receiving improper incentives regarding referrals. Medicare review The GeneSight test has gotten the most outside scrutiny among the tests because it faced review by Medicare before the agency agreed to cover it for certain patients with depression. Medicare contractors were swayed by company-funded studies showing that when these patients took the medications recommended by the test, they had fewer symptoms after eight weeks compared with patients who did not use the test. “Use of the test to aid in [drug selection] has improved patient responses to treatment by 73 percent . . . these findings support the value of the GeneSight test,’’ according to the coverage decision. Excitement built in the mental health world that perhaps there was finally a scientific test that could help patients. Brown heard about the test from his psychiatrist, Susan Gerretson, of the Community Health Centers of the Rutland Region, and found out his federal insurance would pay for it. While his medications of lithium for bipolar disorder and the antidepressant Effexor were holding him steady, he was hardly in a happy place. “I figured, Why not try it?” he said. “I figured, Why not try it?” John R. Brown said. Caleb Kenna for The Boston Globe Of the five medications the test suggested he would respond best to, Brown had never tried two of them. After several months of discussion, Gerretson put him on one of those drugs, Fetzima. Even without the new drug, Brown says it was a challenging time: He turned 40, his old girlfriend called, and he quarreled with his mother. But Fetzima “was a factor’’ in his breakdown, he believes. He paused during an interview this summer at the Brattleboro Retreat, a mental health treatment center, and gave a wry smile. “It sure didn’t help.” Gerretson declined to talk specifically about Brown’s case, citing privacy concerns. But she said in an e-mail that she believes GeneSight can be helpful as long as a doctor fully understands a patient’s history and conducts his or her own research. “I never believe what sales representatives try to sell me,’’ she wrote. Yet critics of these tests say it’s impossible for doctors — or anyone else — to truly evaluate many of the tests. GeneSight’s proprietary formula for interpreting genetic information has never been independently assessed. The test examines genes well-known to play a role in antidepressant response, but it adds others not suppported by the same level of evidence, some researchers say. Robert Howland, associate professor of psychiatry at the University of Pittsburgh, wrote a paper last year concluding that the makers of the GeneSight test have overstated the findings of their studies, making outside review more urgent. “Independent assessment . . . of the GeneSight test is necessary to overcome the appearance of bias,’’ said Howland. But Assurex’s Dechairo said if the company didn’t do the research, no one would. The company has 12 ongoing studies not only for depression, he said, but for bipolar disorder, anxiety, schizophrenia and other medical issues. To reach patients, the company markets its tests to the psychiatry world, in part by paying psychiatrists and nurses to talk favorably about their test to peers. The practice is not new in medicine, but, unlike the drug industry, most genetic test makers need not disclose which doctors they pay because they’re not FDA-regulated. Catherine Poulos, a psychiatric nurse practitioner at East End Mental Health in Hampton Bays, N.Y., advertises the GeneSight test on her website, saying it allows her practice “to use the right drug at the right dose.” But nowhere does it say on the site that she is paid to speak favorably to peers about the test; a patient would have to look at her Linkedin profile to see that. Poulos declined to speak on the record to NECIR. But some consultants who use the tests say they do so because they believe in it, not because they get paid. “It adds clarity,’’ said Chris Bojrab, a psychiatrist and president of Indiana Health Group, a large behavioral health practice and a GeneSight consultant. He discloses his financial relationship with GeneSight on his website. An FDA loophole The FDA loophole that allows unregulated tests on the market dates back more than three decades to when the FDA began regulating diagnostic tests. At the time, the agency exempted what was then a small group of tests that were developed, manufactured, and used in a single lab, such as in a hospital. Starting in the mid-2000s, for-profit companies have used the exemption to develop thousands of complex genetic tests now in the marketplace without FDA review. The FDA announced plans last year to regulate these tests over the next nine years. However, there is no timeline to finalize the rules, according to an FDA spokeswoman, and the process is likely to take years. Commercial labs and academic institutions are pushing back against regulation, arguing the rules will stifle innovation and delay life-saving tests getting to patients. Regardless of the outcome of the fight, many academic scientists say this new era in testing needs independent study. They question if the tests are adding unnecessary costs to health care. “These companies look at a very small subset of a very large number of factors’’ that go into treating patients, said Bruce Cohen, a psychiatry professor at Harvard Medical School and director of the program for neuropsychiatric research at McLean Hospital in Belmont. “People are making decisions based on unproven tests.” Brown’s decision was to go back to old medications. For him, the GeneSight test felt more like “a cool piece of science fiction” than a breakthrough. Still living in his mother’s house, he remains determined to rebuild his life. “I’m going to have to figure it out another way,” he said."
fakehealth,story_reviews_01089,0,1,1,0,0.5156623,0.37686083,"Two big studies suggest possible new ways to screen healthy people for cervical or prostate cancers, but a third disappointed those hoping for a way to detect early signs of deadly ovarian tumors. Researchers found: -For women 30 and over, a test for the virus, HPV, is better than a Pap smear for predicting cervical cancer risk, and those who test negative on both can safely wait three years to be screened again. -A single PSA blood test at ages 44 to 50 might help predict a man's risk of developing advanced prostate cancer or dying of it up to 30 years later. The PSA test is notoriously unreliable, but using it this way separates men who need a close watch from those who are so low-risk that they can skip testing for five years or more. -Screening women with no symptoms for ovarian cancer with a blood test and an ultrasound exam is harmful. It didn't prevent deaths and led to thousands of false alarms, unneeded surgeries and serious complications. The last study is a warning to people who get screening tests that aren't recommended, or who question whether screening can ever hurt. ""The answer is, it could hurt a lot,"" said Dr. Allen Lichter, chief executive of the American Society of Clinical Oncology. The group published these and 4,000 other studies Wednesday, ahead of its annual meeting next month. Cervical cancer is easy to prevent. It's very slow-growing and screening finds precancerous cells and allows early treatment. The new study was the first big one to examine a newer screening tool, HPV tests, with or without Pap smears in routine practice. For a Pap test, cells scraped from the cervix, the gateway to the uterus, are checked under a microscope. But this can miss problems or raise false alarms. HPV tests detect the human papillomavirus, which causes most cases of cervical cancer. But HPV is ""the common cold"" of the nether regions — most sexually active young people have been exposed to it, said Debbie Saslow, the American Cancer Society's director of breast and gynecologic cancer. Most infections go away on their own; they're only a cancer risk when they last a year or more. Younger women tend to have short-term infections, so Pap tests are a better way to screen them. HPV tests are approved as an option along with Paps for women 30 and older, and the cancer society says that if a woman tests negative on both, she can wait three years to be screened again. Few take this advice, though. ""Women still want their annual Pap and doctors still want to give them,"" and think it's rationing care to test less often, Saslow said. The new study gives ""very, very solid support"" for screening less often, Lichter said. Hormuzd Katki of the National Cancer Institute studied more than 330,000 women getting HPV and Pap tests through Kaiser Permanente Northern California for five years. Only about three out of 100,000 women each year developed cervical cancer after negative HPV and Pap tests. HPV tests were twice as good as Paps for predicting risk. Adding a Pap after a negative HPV test did little to improve risk prediction. However, if an HPV test was positive, a Pap test helped confirm or rule out the need for follow-up. The study didn't look at the downside of HPV testing — how many false alarms and needless procedures it triggered. HPV tests cost $80 to $100 compared to $20 to $40 for Paps. The prostate study sought a better way to use PSA tests, which are troublesome because PSA can be high for many reasons besides cancer, and doctors don't know which cancers need treatment or whether screening saves lives. Most groups don't recommend PSA tests, but most men over 50 get them anyway. The new study ""is not going to end the controversy, but it suggests a very interesting middle ground,"" Lichter said. Researchers at Memorial Sloan-Kettering Cancer Center in New York used stored blood samples that 12,000 Swedish men gave for a heart study decades ago, when most were 44 to 50 years old. They also had second samples from some of them six years later, and samples from other 60-year-old men. Looking 27 years later, researchers saw that 44 percent of cancer deaths occurred in men whose initial PSAs had been in the top 10 percent when they were 44 to 50 years old. Conversely, scoring below the median meant very little cancer risk years later. ""They're identifying a group of guys who don't need to be screened, or need to be screened less often,"" said Dr. Otis Brawley, the cancer society's chief medical officer. The results are ""provocative,"" but this type of study can't prove that screening prevents deaths, said Dr. Matthew R. Smith of the Massachusetts General Hospital Cancer Center. Few of the Swedish men were treated for prostate cancer as most men are today, which can affect survival. The National Cancer Institute, the Swedish Cancer Society and several foundations paid for the work, and one researcher holds patents for two PSA-related tests. Baseline PSA tests for men in their 40s can't be recommended yet, Brawley said. The cancer society says men should be informed of the risks and benefits of PSA tests starting at age 50, and sooner for blacks and those with family history of prostate cancer. The government-funded ovarian cancer study involved nearly 80,000 women. Half were screened annually with an ultrasound for four years and a blood test for six years. The blood test looked for CA-125, a substance often elevated in ovarian cancer. After 13 years, there were no major differences in ovarian cancers found or deaths from the disease. Screening found only 212 cancers while giving 3,285 false alarms that led to 1,080 unneeded biopsy surgeries and 163 serious complications. ""So many people say `how can cancer screening be harmful?' This thing documents it,"" Brawley said. The results don't apply to using these tests on women with symptoms of ovarian cancer or abnormal physical exams. That's still the best way to check for ovarian cancer in those cases."
