dataset,record_id,label,tfidf_prediction,biobert_prediction,pubmed_prediction,biobert_prob_1,pubmed_prob_1,text
healthfact,27849,1,1,0,0,0.14424933,0.001465244,A woman sought medical help to remove a deer tongue she had used for self-pleasuring purposes.
healthfact,18561,1,1,0,0,0.31006634,0.010590506,Kirk Watson Says carbon monoxide is still employed to euthanize dogs and cats in 29 Texas animal shelters.
healthfact,27545,1,1,0,0,0.13597013,0.0010676652,A Texas girl required surgery after she swallowed part of a fidget spinner while cleaning it.
healthfact,37760,1,1,0,0,0.4208013,0.024287933,"An official Los Angeles Police Department (LAPD) badge page used badge number ""14188"" as its example (later deleted)."
healthfact,35186,1,1,0,0,0.3078132,0.00050135556,Cristina Higgins authored a personal account about the spread of COVID-19 in Italy.
healthfact,14915,1,1,0,0,0.44968417,0.18818295,"500,000 U.S. troops came home from Iraq and Afghanistan ""with PTSD and traumatic brain injury."
healthfact,15933,1,1,0,0,0.15602499,0.001271614,"Miscellany Blue Says a ""lawmaker seeks to defund Planned Parenthood for ‘cutting children into small pieces.’"
healthfact,23067,1,1,0,0,0.44507486,0.00091055746,"Sen. Harry Reid voted ""against declaring English our national language, twice."
healthfact,41006,1,1,0,0,0.16421203,0.0022021793,Apple has reopened all 42 China stores.
healthfact,11338,1,1,0,0,0.2459014,0.12429471,Heart Device Cuts Death Rate
healthfact,9444,1,1,0,0,0.4772697,0.0005904693,First test of anti-epilepsy surgeries in children shows dramatic benefit
healthfact,17496,0,0,1,1,0.7469915,0.99890447,"San Antonio has seen ""67% growth"" in water customers ""in the last 25 years, 0% more water used."
healthfact,27128,1,1,0,0,0.060465917,0.0028382419,A form of strep infection is capable of affecting the nasal cavity and face.
healthfact,29355,0,0,1,1,0.7818651,0.99828976,Recently-arrived asylum seekers are perpetrating the majority of crime in Sweden.
healthfact,9216,1,1,0,0,0.31602305,0.0027926005,Final trial results confirm Ebola vaccine provides high protection against disease
healthfact,10910,0,0,1,1,0.5984886,0.54353464,New drug ‘may turn back the clock on heart disease’
healthfact,26314,0,0,1,1,0.6427527,0.9991634,"$3 trillion for federal coronavirus stimulus packages is ""being borrowed basically from China."
healthfact,24740,0,0,1,1,0.5417041,0.97739726,"The administration raises revenue for nationalized health care through a series of new taxes, including a light switch tax that would cost every American household $3,128 a year."
healthfact,32930,0,0,1,1,0.9835543,0.9996897,New York state has legalized heroin.
healthfact,18008,0,0,1,1,0.55887365,0.9993337,I am every year the No.1 pick of all of the law enforcement agencies within Texas.
healthfact,11257,1,1,0,0,0.059834804,0.0005887538,Tiny Eye Telescope Brings Back A World Of Sight
healthfact,27477,1,1,0,0,0.10066392,0.0020121424,Black and white caterpillars can cause severe allergic reactions in some people who touch them.
healthfact,15085,0,0,1,1,0.9945768,0.999841,HIV/AIDS among women is skyrocketing in Austin.
healthfact,36045,1,1,0,0,0.3356894,0.0013613572,Amazon founder Jeff Bezos was building another mansion with elevators and 25 bathrooms at the same time part-time Whole Foods employees lost health benefits.
healthfact,37874,1,1,0,0,0.4229009,0.039068747,"Elon Musk once tweeted: ""If one day, my words are against science, choose science."
healthfact,15648,0,0,1,1,0.5848751,0.83245313,"Eighty-five percent of every dollar donated to the Clinton Foundation ended up either with the Clintons or with their staff to pay for travel, salaries, and benefits. Fifteen cents of every dollar actually went to some charitable beneficiary."
healthfact,15940,1,1,0,0,0.4832821,0.00057780615,Measles is one of the most common causes of child blindness worldwide.
healthfact,29132,0,0,1,1,0.51818365,0.75684077,"On Aug. 21, 2019, U.S. President Donald Trump articulated a belief that he is ""the chosen one,"" the ""King of Israel,"" or the ""second coming of God."
healthfact,12156,1,1,0,0,0.43913218,0.013794352,"I think what the authors of the (25th) Amendment principally had in mind was some kind of physical incapacitation or serious mental illness or a breakdown, an inability to function in office."
fakehealth,story_reviews_00798,0,0,1,1,0.62552404,0.9929068,"Oct. 29, 2012 -- Early, intensive autism treatment improves children's brain development, a new study shows. The treatment, dubbed Early Start Denver Model or ESDM, offers a child 20 hours a week of one-on-one treatment with a trained therapist. It also calls for many more hours of the treatment, in the form of structured play, with a parent trained in the technique. By age 4, children given the treatment had higher IQ scores, more adaptive behavior, better coordination, and a less severe autism diagnosis than kids given the standard autism treatments offered in their communities. But that's not all, researchers Geraldine Dawson, PhD, and colleagues report. ""We jump-started and improved the responses of children's brains to social information,"" says Dawson, professor of psychiatry at the University of North Carolina and chief science officer at Autism Speaks. Normal child development depends on interactions with parents and other people. Without such interactions, language and social skills do not develop. As measured by an electroencephalogram (EEG), small children's brains show a specific pattern of activity when they look at a picture of a human face. This doesn't happen when they look at pictures of inanimate objects. Just the reverse happens in children with autism. Their brains light up when they look at pictures of objects, but not when they look at faces. This changed dramatically in the children treated with ESDM. ""The [brains of] children who received the ESDM looked virtually identical to typical 4-year-olds,"" Dawson says. ""The children that received the interventions normal in their communities continued to show the reversed pattern."""
fakehealth,story_reviews_00493,0,0,1,1,0.5341484,0.99964654,"Autologous haematopoietic stem cell transplant could help treat certain form of multiple sclerosis, say doctors in Sheffield A treatment traditionally used on patients with certain cancers is being tried on a small number of people with multiple sclerosis with “remarkable results”, according to a professor involved in the research. The treatment destroys patients’ faulty immune systems through chemotherapy and then rebuilds them using stem cells previously harvested from their blood. Doctors at Royal Hallamshire hospital in Sheffield stress that the treatment, so far given to about 20 patients over three years, is not suitable for everyone with the disease, which attacks nerves in the brain and spinal column. The hospital is part of an international trial also involving patients in the US, Sweden and Brazil to see whether the treatment can benefit those with relapsing remitting multiple sclerosis, a form that involves flare-ups of symptoms such as loss of vision, fatigue, muscle problems and difficulties with balance that can last from a few days to a few months. These will be followed by periods where symptoms are mild or disappear altogether. Multiple sclerosis experts call for end to 'wait and see' approach to treatment Read more Most people with MS – there are thought to be more than 100,000 in the UK – are diagnosed with this form, and although drugs may help slow progression, there is currently no cure. Consultant hematologist John Snowden said: “The immune system is being reset or rebooted back to a time point before it caused MS ... The treatment has traditionally been used to treat bone and blood cancers.” Basil Sharrack, a consultant neurologist at Sheffield teaching hospitals NHS foundation trust, said: “The new treatment is showing some remarkable results in the small number of patients we have treated so far. “It is important to stress, however, that this treatment is only suitable for patients with relapsing remitting multiple sclerosis disease who have had two or more significant relapses in the past 12 months, failed to respond to standard drug treatment and who have had the illness for at least 10 years.” One patient who has undergone the treatment, known as autologous haematopoietic stem cell transplant (HSCT), told the BBC’s Panorama programme that he had made incredible progress. Steven Storey, who was diagnosed with MS in 2013, said: “I went from running marathons to needing 24-hour acute care. At one point, I couldn’t even hold a spoon and feed myself.” Within a few days of the transplant, he was able to move his toes, and after four months could stand unaided, although he still needs a wheelchair. “It’s been incredible,” Storey said. “I was in a dire place, but now I can swim and cycle and I am determined to walk.” Holly Drewry was 21 when she was diagnosed with MS, and her condition deteriorated after she gave birth to her daughter, Isla. “Within a couple of months I got worse and worse,” she said. “I couldn’t dress or wash myself; I didn’t even have the strength to carry my daughter.” She had needed a wheelchair before her transplant, but after the treatment she walked out of hospital. Drewry, whose MS is described by doctors as “dormant”, said: “It’s been a miracle. I got my life and my independence back and the future is bright again in terms of being a mum and doing everything with Isla.” Two years after the treatment, she has had no relapses and there was no evidence of active disease on her scans. Paul Kirkham, another patient who has undergone the treatment at a cost of about £30,000, said: “It does knock you out. I’d rather have done 10 rounds with Mike Tyson.” Richard Burt of Northwestern University in Chicago, who carried out the first HSCT for MS in 1995 and is coordinating the international trials, told the BBC: “There has been resistance to this in the pharma[ceutical] and academic world. This is not a technology you can patent and we have achieved this without industry backing.” Emma Gray, the head of clinical trials at the MS Society, said: “Ongoing research suggests stem cell treatments such as HSCT could offer hope, and it’s clear that in the cases highlighted by Panorama, they’ve had a life-changing impact. “However, trials have found that while HSCT may be able to stabilise or improve disability in some people with MS, it may not be effective for all types of the condition. “We want people to be aware that HSCT is an aggressive treatment that comes with significant risks. It needs to be carried out at an accredited centre or as part of a clinical trial. “The MS Society has recently funded a study looking into the impact of HSCT on the immune system and we’d like to see larger trials in this area. They would help us learn more about the safety and long term effectiveness of the treatment and who could benefit from it.”"
fakehealth,story_reviews_01436,0,0,1,1,0.60784453,0.97363317,"Aug. 30, 2010 -- Three puffs a day of cannabis, better known as marijuana, helps people with chronic nerve pain due to injury or surgery feel less pain and sleep better, a Canadian team has found. ''It's been known anecdotally,"" says researcher Mark Ware, MD, assistant professor of anesthesia and family medicine at McGill University in Montreal. ""About 10% to 15% of patients attending a chronic pain clinic use cannabis as part of their pain [control] strategy,"" he tells WebMD. But Ware's study is more scientific -- a clinical trial in which his team compared placebo with three different doses of cannabis. The research is published in CMAJ, the Canadian Medical Association Journal. The new study ''adds to the trickle of evidence that cannabis may help some of the patients who are struggling [with pain] at present,"" Henry McQuay, DM, an emeritus fellow at Balliol College, Oxford University, England, writes in a commentary accompanying the study."
fakehealth,story_reviews_00293,0,0,1,1,0.5070394,0.977366,"En Español TUESDAY, Jan. 31, 2017 (HealthDay News) -- A breath test to detect stomach and esophageal cancers shows promise, researchers say. The test measures five chemicals in the breath. It was 85 percent accurate in detecting these cancers in more than 300 patients, the new study found. Each year, 1.4 million cases of cancer of the stomach and esophagus (the tube leading from the throat to the stomach) are diagnosed worldwide. Both tend to be diagnosed at a late stage and the five-year survival rate for the two cancers is 15 percent, the researchers said. Findings from the study were presented Monday at the European Cancer Congress (ECC). ""At present the only way to diagnose esophageal cancer or stomach cancer is with endoscopy. This method is expensive, invasive and has some risk of complications,"" study author Dr. Sheraz Markar said in an ECC news release. Markar is from Imperial College London in England. With endoscopy, a flexible tube is threaded down a sedated patient's throat to the stomach to view the digestive tract. ""A breath test could be used as a noninvasive, first-line test to reduce the number of unnecessary endoscopies. In the longer term this could also mean earlier diagnosis and treatment, and better survival,"" Markar said. ""Because cancer cells are different to healthy ones, they produce a different mixture of chemicals. This study suggests that we may be able detect these differences and use a breath test to indicate which patients are likely to have cancer of the esophagus and stomach, and which do not,"" he explained. Markar added that the test needs to be validated in a bigger group before it could be used on patients. The researchers said they are planning a larger trial of the breath test over the next three years. Study results presented at meetings are generally considered preliminary until they've been published in a peer-reviewed journal. More information The U.S. National Cancer Institute has more on stomach cancer."
fakehealth,story_reviews_01461,0,0,1,1,0.8156506,0.93456036,"By Steven Reinberg HealthDay Reporter TUESDAY, Aug. 17, 2010 (HealthDay News) -- Less invasive biopsies done with the help of imaging to guide the needle now make up the majority of biopsies being done, a new study finds. In fact, the use of these minimally invasive biopsies increased from 59 percent to 67 percent of all biopsies between 1997 and 2008, a trend which is likely to continue, one expert noted. A biopsy involves the removal of tissue or fluids to test for disease. ""Doing image-guided biopsy allows more definitive diagnosis and shorter hospital stays,"" said Dr. Robert Quencer, chair of radiology at the University of Miami Miller School of Medicine, who was not involved on the study. In addition, image-guided biopsies are more accurate, Quencer said. ""This is a trend throughout the whole country. I doubt there is any variation to this in any major medical center."" The report is published online and in the September print edition of Radiology. For the study, a team led by Dr. Sharon W. Kwan, a radiology resident at the University of California, San Francisco, looked at biopsies done among Medicare patients from 1997 through 2008. During that time, the number of biopsies increased from 1,380 per 100,000 in 1997 to 1,945 per 100,000 in 2008. That's an annual growth of 3 percent in number of biopsies, the researchers noted. Moreover, by 2008, 67 percent of these biopsies were being done through the skin with the help of CT scans, ultrasound and MRI, Kwan's group found. ""We also found that the use of imaging guidance increased over this time period, most likely because the technique enables more efficient and safe targeting of lesions,"" Kwan said in a news release. This increase in less-invasive biopsies went along with a decrease in the number of more-invasive biopsies and through-the-skin biopsies where no imaging was used, the researchers found. The only two areas where needle biopsies were not the majority of biopsies done were biopsies of lymph nodes and soft tissues. For these areas, open biopsies are easier to do and need less imaging guidance, Kwan's team noted. Quencer thinks the use of image-guided biopsies will continue to increase over time, even for lymph nodes and soft tissues. ""In time, I would expect 80 to 90 percent of biopsies will be image-guided biopsies,"" he said. More information For more information on biopsies, visit the U.S. National Library of Medicine."
fakehealth,story_reviews_00753,0,0,1,1,0.65363157,0.9861653,"Three new studies have shown that a new approach to treating strokes is not as useful as was once thought. (istockphoto) Three long-awaited studies have shown that mechanically removing a blood clot from a stroke patient’s brain is no more useful than the older treatment of giving an IV dose of a clot-dissolving drug to the whole body. The results of the clinical trials, presented this week at a meeting in Hawaii, shocked and surprised stroke physicians. Many had already adopted the more aggressive strategy over the past decade. “For the stroke field, this is a really big deal,” Walter Koroshetz, deputy director of the National Institute of Neurological Disorders and Stroke, said of the findings, which were presented over three days at the International Stroke Conference in Hono­lulu. NINDS paid for two of the trials, one of which cost $27 million. One study took eight years to complete because it was so difficult to enroll patients willing to take the chance that they would be randomly assigned to get the older treatment. Practitioners hoped that “endovascular treatment,” in which a catheter is threaded into a blocked artery and the clot pulled out, would do for stroke patients what it has done for heart attack patients. In them, going after clots with angioplasty balloons and stents is clearly more effective than giving clot-dissolving drugs through a vein in the arm. “We did this study with the strong expectation that we would find a positive benefit. We were surprised,” said Joseph P. Broderick of the University of Cincinnati Neuroscience Institute, who headed one of the studies. His view was echoed by Alfonso Ciccone, a neurologist from Milan who led a clinical trial in Italy: “We were surprised. We wanted the superiority of endovascular treatment.” Whether the findings will cause physicians to abandon the practice is uncertain. Insurance companies and Medicare, the health insurer for the elderly, already cover the endovascular procedure. It costs about $23,000 compared with $11,000 for acute stroke treatment using intravenous clot-dissolving drugs, known as thrombolytics. Further, many practitioners think that newer clot-retrieving devices work better than the ones used in the three trials. Because endovascular procedures were shown to be no more dangerous than IV thrombolytics, physicians may continue to perform them and assume the outcomes can only get better. “Will it change practice? That’s a good question,” said Koroshetz. “The payers may look at this and wonder if they should continue paying for these procedures. If it gets to that point, then clearly things will change.” Stroke is the fourth-leading cause of death in the United States. About 800,000 people suffer a stroke each year, and about 130,000 die. Nearly 90 percent of strokes occur when a clot blocks an artery in the brain, starving the region downstream of blood and oxygen. If flow isn’t restored quickly, brain tissue and the functions it controls — movement, speech, cognition — are damaged or can die. Over the past 20 years, studies showed that if a person having a stroke gets a thrombolytic drug within three hours of when the symptoms start (4½ hours for certain patients), the process can be reversed and a lifetime of disability avoided. Later than that, little is gained; the brain cells are too damaged to survive. In fact, giving the drugs too late can make matters worse. Uncontrolled bleeding can occur as the dying tissue breaks down. Early observations suggested that approaching the clot with a catheter and either injecting clot-dissolving drugs into it or snagging it and pulling it out produced better results. In 2004, the FDA began approving use of the catheters in the brain because they had been proved useful elsewhere in the body. The three studies reported this week (which will eventually be published in the New England Journal of Medicine) tested the hypothesis in a rigorous way. In the largest trial, called IMS III, all patients got the IV clot-dissolving drug tPA within three hours of the start of stroke symptoms. Half were then assigned to get an imaging study that looked at the arteries of the brain to see whether a blockage remained. If it did, the doctors went after it with an endovascular procedure. The other half of the patients got standard treatment, which didn’t include the procedure. Forty-one percent of patients recovered completely in the endovascular group and 39 percent recovered completely in the control group, outcomes that were no different statistically. Death within three months was essentially the same too: 19 percent vs. 22 percent. In the Italian study, called SYNTHESIS Expansion, 362 stroke patients were randomly assigned to get either IV tPA or endovascular treatment. At three months, 35 percent of the patients in the tPA group were alive without any disabilities, compared with 30 percent of the endovascular group. That also was not significantly different. The third study, called MR RESCUE, run out of Georgetown University, was more complicated. It randomly assigned 118 patients less than eight hours out from the start of their strokes to receive standard care or have the clot removed with a catheter device. They also got CAT or MRI scans to see whether they had a large or small amount of brain tissue still alive and salvageable. Removing the clot wasn’t better than standard care in either group — those with a lot or a little brain tissue to lose. “I think everybody was a little surprised. But mainly disappointed,” said Chelsea S. Kidwell, the Georgetown neurologist who headed the study. Why endovascular treatment wasn’t better is a mystery that the researchers are struggling to explain. The answer could be in the patients, the device or the timing of the procedure. In IMS III, patients with large strokes benefited from clot removal more than those with small ones, but there weren’t enough patients in the study to make such a fine distinction with certainty. “It’s a hint. But it’s not proof,” Broderick said. In MR RESCUE, only 67 percent of arteries opened up completely after the clot was grabbed. Current devices, which use a mesh stent to hold the clot more firmly, are successful more than 80 percent of the time. “The stroke community is hopeful that with the new generation devices we will show better outcomes,” Kidwell said. In the Italian study, patients getting endovascular treatment were 3.75 hours into their stroke — an hour longer than those getting IV treatment, because of the logistics of assembling the procedure team. “That hour could have made a difference. We know that ‘time is brain,’ ” Ciccone said. The three trials demonstrated how hard it is to test things once they’re in widespread use. History is replete with treatments (such as supplemental oxygen for premature infants) and devices (such as pulmonary artery catheters) used routinely before being shown to be harmful or of little value. It took from 2004 to 2011 for the MR RESCUE team to recruit the 118 patients in the trial. It had permission to run the study in 30 hospitals but found only 22 that were willing to participate. More than 10 other hospitals were invited to join but declined because their neurologists were already convinced the catheter treatment was better — a view that turns out not to be true."
fakehealth,story_reviews_00737,0,0,1,1,0.6254866,0.9803662,"NEW YORK (Reuters Health) - Doctors can use a patient’s abdominal CT scans to also check for signs of the bone-weakening disease osteoporosis, according to a new study. The researchers, who published their findings in the Annals of Internal Medicine on Monday, compared patients’ CT scans to their dual-energy X-ray absorptiometry (DXA), which is traditionally used to diagnose osteoporosis. “What we found is that there is pretty good correlation,” said the study’s lead author Dr. Perry Pickhardt, professor of radiology at the University of Wisconsin School of Medicine and Public Health in Madison. The idea, say the researchers, is doctors can use patients’ CT scans that are ordered for another reason - such as looking for tumors - to also check for signs of osteoporosis. That may spare the patients from additional testing and additional costs. In an editorial accompanying the study, however, experts wrote that using CT scans to gauge bone density could lead to some people being incorrectly diagnosed, particularly if people at low risk are tested. In this study, the average age was about 59 years old - six years younger than the age at which the U.S. Preventive Services Task Force, a government-backed panel, recommends all women begin being screened for osteoporosis. The disease affects over 12 million Americans over 50. The panel also suggests younger women at an increased risk for bone fractures should be screened, but there’s no recommendation for men of any age. Despite DXA scans being safe and cost effective, Pickhardt and his colleagues say the test is underused. CT scans, however, are considered overused - with more than 80 million performed in the U.S. during 2011. ‘INCIDENTALOPOROSIS?’ For the new study, the researchers analyzed test results from 1,867 patients, who had both types of scans performed within six months of each other over a 10-year period, to see if their CT scans showed osteoporosis as well as the DXAs. Overall, about 23 percent of the people were diagnosed with osteoporosis, about 45 percent were diagnosed with some bone-weakening and about 32 percent were healthy based on their DXAs. The researchers then found that their ability to accurately diagnose those same patients with osteoporosis from a CT scan depended on what threshold for bone density they used. Dr. Sumit Majumdar, who wrote an editorial accompanying the new study, said a lower threshold for bone density would catch most cases of osteoporosis and limit “incidentaloporosis” - incorrect osteoporosis diagnoses “discovered” while doctors were looking for something else. At the lower threshold, the researchers found 9 percent of those diagnosed with osteoporosis were misdiagnosed. Pickhardt said the screenings would have to target the right groups of people to prevent overdiagnosis. “Obviously it’s something we need to worry about, but if you apply it to a population that’s suitable for diagnosis you wouldn’t run that risk,” he said. CT v. DXA Majumdar, a professor of medicine at the University of Alberta in Canada, said CT scans are better tests, but stomach scans don’t include the hip - like a DXA would. A DXA can cost a couple hundred dollars, while a CT scan can cost about $500. Both involve radiation. Dr. Beatrice Hull, from the Center for Osteoporosis and Bone Health at the Medical University of South Carolina in Charleston, told Reuters Health that she’d want her patients to have a DXA scan even with a diagnosis from a CT scan. “I don’t think at this point this one test is going to prevent further testing. I think it will identify patients who are at a higher risk and need more testing,” said Hull, who wasn’t involved with the new research. SOURCE: bit.ly/Zwi3u5 Annals of Internal Medicine, online April 15, 2013."
fakehealth,story_reviews_00726,0,0,1,1,0.60629195,0.9998368,"Cempra Inc moved a step closer to approval of its lead antibiotic, solithromycin, after an oral version of the potential blockbuster met the main goal in a late-stage trial. The drug is a next-generation version of a class of oft-prescribed antibiotics called macrolides, which are used to fight pathogens that cause community-acquired bacterial pneumonia (CAPB). ADVERTISEMENT ADVERTISEMENT CAPB is the leading cause of death emanating from an infection and is characterized by shortness of breath, cough and fever, with about 5-10 million cases in the United States per year. An oral formulation of solithromycin was as effective as Bayer AG's moxifloxacin in evoking a clinical response at 72 hours after dosing — the study's main goal. Data showed solithromycin actually outperformed moxifloxacin by a slight margin, Cempra said on Sunday. The drug's ""impressive"" safety profile, particularly its low degree of gastrointestinal toxicity, drew praise from Baird's Brian Skorney, who raised his price target on the stock by $11 to $32. Prior-generation macrolides have triggered safety concerns in the past, including Sanofi SA's telithromycin which was associated with liver toxicity, and Pfizer Inc's azithromycin, which has been linked with heart risk. The unparalleled rate at which the oral version of solithromycin is absorbed in the blood, or its oral bioavailability, differentiates it from standard treatments, Chief Executive Prabha Fernandes told Reuters in an interview in November. Jefferies analysts have previously noted a bioavailability of 80 percent for solithromycin versus 28 percent for azithromycin, a sign of superior effectiveness and lower rates of resistance. North Carolina-based Cempra is also evaluating an intravenous formulation of solithromycin for CAPB. The drug is also the first pediatric antibiotic-in-development in nearly three decades, according to Fernandes. In the face of escalating antimicrobial resistance, investors have showered interest on the anti-superbug drugmaker, following Merck & Co's announcement to acquire Cubist Pharmaceuticals Inc, as Big Pharma revives investment in antibiotic research. While Cempra has said it plans to stay independent, the company is not averse to acquiring other molecules after filing to market solithromycin, Fernandes said. ""We can always get a gram-negative drug — that would be nice to add to the portfolio, to be a really full blown anti-infective company, and then we need to find a partner!"" Solithromycin is commercially licensed to Fujifilm Holdings Corp in Japan. The stock closed at $22.89 on the Nasdaq on Friday."
fakehealth,story_reviews_00184,0,0,1,1,0.52378213,0.9746343,"In a long-term study of the latest treatment for peanut allergy, scientists in Australia report that an immune-based therapy helped children allergic to peanuts eat them without reactions for four years. The study, published in the journal Lancet Child & Adolescent Health, follows up on children enrolled in an earlier study of an immunotherapy treatment, which combined probiotics with small doses of peanuts that were designed to gradually train the children’s immune systems to accept the peanut allergen rather than treat it as something foreign. Previous studies have suggested that methods like these could be effective in reducing youngsters’ allergic, sometimes dangerous anaphylactic shock reactions to peanuts. The Australian team added probiotics to further enhance the gut’s ability to accept the peanuts and not trigger an immune reaction. Compared to 4% of children who didn’t get any treatment, 82% of those receiving the combination therapy significantly reduced their allergic reactions to peanuts. MORE: Babies Should Eat Eggs and Peanuts Early to Avoid Food Allergies In the follow-up, which tracked the children for four years after they were treated with the combination therapy, 67% of those who got the combination probiotic and peanut therapy were comfortable eating peanuts, compared to only 4% of those who did not get the treatment. Fewer children in the treated group had an allergic reaction to the peanuts, and they also showed smaller reactions to skin prick tests with peanut allergen. The results are encouraging, allowing the children who were treated to eat peanuts without fear of an allergic reaction. But it may be too early to call this a cure. The researchers believe that adding probiotics to the peanut allergens may be important in improving the children’s tolerance to the food, but Dr. Anna Nowak-Wegrzyn, an associate professor of pediatrics at Icahn School of Medicine at Mt. Sinai Hospital who was not involved in the study, notes that the researchers didn’t compare the effect of the probiotics themselves; they only compared children who received the probiotics along with immune therapy to those who didn’t get any treatment at all. Health Newsletter Get the latest health and science news, plus: burning questions and expert tips. View Sample Sign Up Now It makes sense that the probiotics may enhance the immunotherapy’s effect, since probiotics are beneficial bacteria in the gut, where food allergens are processed. “I think there is certainly a suggestion, but not hard proof, that the probiotics make a difference,” says Nowak-Wegrzyn. “The question for me would be if there is a difference between patients who were treated with [both] immunotherapy [in the form of low doses of peanuts] and probiotics, and those who were treated with just immunotherapy.” That may have to wait for another study. But the new findings provide even more evidence that using peanuts to treat peanut allergy, and to re-train the immune system to be less allergic, can be effective. Contact us at editors@time.com."
fakehealth,story_reviews_01114,0,0,1,1,0.6281373,0.9405548,"Medtronic Inc. and Eli Lilly & Co. agreed to collaborate on an early stage research project for a potential Parkinson's-disease treatment that involves delivering medication directly to the brain—a goal that has long eluded drug makers. The pact, announced Tuesday, adds to Medtronic's roster of projects aimed at using implantable drug pumps and catheters to circumvent the blood-brain barrier. The tightly packed network of cells in brain capillaries only lets certain substances through, such as key nutrients, making brain-based disorders difficult to treat with drugs. 1 Million The number of Americans with Parkinson's disease, a progressive, degenerative brain disorder with no cure. Medtronic, the largest stand-alone medical-device maker, already has a handful of other Parkinson's collaborations underway. The company is also working through home-grown efforts and collaborations on potential treatments for other brain diseases, like Alzheimer's and Huntington's. The latest effort with Lilly is still many years from yielding a marketable treatment or even starting human testing. The companies didn't disclose terms of their agreement, but a Medtronic spokesman said it spans early research through product development and potential commercialization. Parkinson's is a progressive, degenerative brain disorder that affects nearly one million Americans and can lead to tremors and other movement problems, according to the Parkinson's Disease Foundation. The disease, which has no cure, is thought to be caused by the death of neurons that produce the important chemical messenger dopamine. Lilly's treatment approach involves a modified form of a protein called glial cell derived neurotrophic factor, or GDNF, which is designed to protect these neurons. Seven years ago, Amgen Inc. stopped studying a potential GDNF Parkinson's treatment delivered with Medtronic equipment because it didn't appear effective. But Lilly hopes its compound, together with Medtronic's modernized delivery system, will ""overcome some prior technical hurdles,"" said Ros Smith, senior research director of regenerative biology at Lilly. The company believes its GDNF variant has potential to have broader distribution in the brain than prior versions. The drug may not enter human clinical trials for up to five years, Dr. Smith said. Medtronic's system involves small catheters that are implanted in the brain and connected to a hockey-puck-size pump, which would likely be implanted in the abdomen. At this point it isn't known whether the treatment would involve short- or long-term infusion, or what specific areas of the brain might be targeted, said Steve Oesterle, senior vice president of medicine and technology at Medtronic. The company already has experience finding and delivering treatment to parts of the brain responsible for Parkinson's through its ""deep-brain stimulation"" business, which makes pacemaker-like implants that deliver electrical stimulation through electrodes. That approach is used to treat Parkinson's symptoms, Dr. Oesterle said. By contrast, drug approaches from Lilly and other companies have potential to restore damaged parts of the brain, he said. The key is getting the drugs on site, rather than having them circulate through the body only to be stymied by the blood-brain barrier. Medtronic also has partnerships with small drug developers Neurologix Inc. and privately held NeuroNova AB of Sweden on potential Parkinson's treatments. —Peter Loftus and Matt Jarzemsky contributed to this article. Write to Jon Kamp at jon.kamp@dowjones.com"
