dataset,record_id,label,tfidf_prediction,biobert_prediction,tfidf_prob_0,tfidf_prob_1,tfidf_confidence,biobert_prob_0,biobert_prob_1,biobert_confidence,text,model_text
healthfact,33799,0,1,1,0.1823316355622812,0.8176683644377187,0.8176683644377187,0.16305022,0.83694977,0.83694977,More women are victims of domestic violence on Super Bowl Sunday than on any other day of the year.,More women are victims of domestic violence on Super Bowl Sunday than on any other day of the year.
healthfact,12493,1,0,0,0.8895945543040119,0.110405445695988,0.8895945543040119,0.8910204,0.10897958,0.8910204,"An ""abortion procedure is actually safer than a vasectomy.","An ""abortion procedure is actually safer than a vasectomy."
healthfact,15271,0,1,1,0.2924638347101315,0.7075361652898685,0.7075361652898685,0.04237524,0.95762473,0.95762473,"Dick Black Says Jill McCabe ""supports late term abortions. Larger baby parts are more profitable.","Dick Black Says Jill McCabe ""supports late term abortions. Larger baby parts are more profitable."
healthfact,27280,1,0,0,0.5809159032851838,0.4190840967148162,0.5809159032851838,0.59860486,0.4013951,0.59860486,"A Russian asbestos company placed a seal with the face of President Donald Trump on their product with the note ""Approved by Donald Trump, 45th President of the United States.","A Russian asbestos company placed a seal with the face of President Donald Trump on their product with the note ""Approved by Donald Trump, 45th President of the United States."
healthfact,35961,1,0,0,0.7123757089391736,0.2876242910608264,0.7123757089391736,0.5406647,0.45933533,0.5406647,"Donald Trump Jr. tweeted, ""Do you know what's deplorable? Being impeached!"" to the Clintons in September 2016.","Donald Trump Jr. tweeted, ""Do you know what's deplorable? Being impeached!"" to the Clintons in September 2016."
healthfact,35398,1,0,0,0.6899954705673936,0.3100045294326064,0.6899954705673936,0.65388775,0.34611228,0.65388775,A video shows two people waving guns at protesters in front of their home.,A video shows two people waving guns at protesters in front of their home.
healthfact,13565,1,0,0,0.8946263294293113,0.1053736705706886,0.8946263294293113,0.5178064,0.48219362,0.5178064,"Mike Pence Says Hillary Clinton ""wants to increase Syrian refugees to this country by 550 percent.","Mike Pence Says Hillary Clinton ""wants to increase Syrian refugees to this country by 550 percent."
healthfact,28228,1,0,0,0.821747343911241,0.178252656088759,0.821747343911241,0.822415,0.17758502,0.822415,"Dr. Leon Eisenberg, the ‘father’ of ADHD, said just before his death that ADHD ‘is a prime example of a fictitious disease.’","Dr. Leon Eisenberg, the ‘father’ of ADHD, said just before his death that ADHD ‘is a prime example of a fictitious disease.’"
healthfact,18469,0,1,1,0.2916926146171943,0.7083073853828057,0.7083073853828057,0.14255288,0.8574471,0.8574471,Abortionists have reduced our black population by more than 25 percent since 1973.,Abortionists have reduced our black population by more than 25 percent since 1973.
healthfact,10201,0,1,1,0.2734455740550835,0.7265544259449165,0.7265544259449165,0.014691219,0.9853088,0.9853088,Partial rather than full knee replacements better for many – report,Partial rather than full knee replacements better for many – report
healthfact,9486,1,0,0,0.7094695387325616,0.2905304612674383,0.7094695387325616,0.7138513,0.2861487,0.7138513,There's a promising new HIV vaccine candidate in the pipeline,There's a promising new HIV vaccine candidate in the pipeline
healthfact,38247,1,0,0,0.6789449418442155,0.3210550581557845,0.6789449418442155,0.66443723,0.3355627,0.66443723,A letter by Dr. Keith Albow said President Trump is “stone cold sane” and that “there’s a genius in the Oval Office” in response to critics who have questioned the president’s mental fitness.,A letter by Dr. Keith Albow said President Trump is “stone cold sane” and that “there’s a genius in the Oval Office” in response to critics who have questioned the president’s mental fitness.
healthfact,17205,1,0,0,0.5265414009120375,0.4734585990879625,0.5265414009120375,0.83991605,0.16008389,0.83991605,Today’s marijuana is 300 percent to 800 percent more potent than the pot of yesteryear.,Today’s marijuana is 300 percent to 800 percent more potent than the pot of yesteryear.
healthfact,41044,1,0,0,0.8203981639442762,0.1796018360557238,0.8203981639442762,0.54770696,0.45229304,0.54770696,"If you have a runny nose and sputum, you have a common cold, not Covid-19.","If you have a runny nose and sputum, you have a common cold, not Covid-19."
healthfact,11043,0,1,1,0.480837647315437,0.519162352684563,0.519162352684563,0.48743007,0.5125699,0.5125699,Statin Drugs May Cut Risk of Kidney Trouble After Surgery,Statin Drugs May Cut Risk of Kidney Trouble After Surgery
healthfact,9039,0,1,1,0.4120411554890599,0.58795884451094,0.58795884451094,0.35676926,0.6432308,0.6432308,"Choose Omega-3s from fish over flax for cancer prevention, study finds","Choose Omega-3s from fish over flax for cancer prevention, study finds"
healthfact,12744,1,0,0,0.8575730434468798,0.1424269565531202,0.8575730434468798,0.58765364,0.4123463,0.58765364,"There’s not one public study, and by public study I mean a study available to the public, that has looked at using the product Kaput to poison feral hogs.","There’s not one public study, and by public study I mean a study available to the public, that has looked at using the product Kaput to poison feral hogs."
healthfact,8996,0,1,1,0.3289940635026347,0.6710059364973653,0.6710059364973653,0.23528996,0.76471007,0.76471007,"Promise of faster, more accessible schizophrenia diagnosis, Rutgers study shows","Promise of faster, more accessible schizophrenia diagnosis, Rutgers study shows"
healthfact,16913,1,0,0,0.7597596541606779,0.240240345839322,0.7597596541606779,0.5390947,0.46090528,0.5390947,"In Iran in 1979, the extremists hijacked the broad-based popular revolution against the Shah and established a brutal theocracy.","In Iran in 1979, the extremists hijacked the broad-based popular revolution against the Shah and established a brutal theocracy."
healthfact,9316,0,1,1,0.4174563858830404,0.5825436141169595,0.5825436141169595,0.12700453,0.87299544,0.87299544,"Five-minute neck scan can spot dementia 10 years earlier, say scientists","Five-minute neck scan can spot dementia 10 years earlier, say scientists"
healthfact,10740,0,1,1,0.0874883342022232,0.9125116657977768,0.9125116657977768,0.053053916,0.9469461,0.9469461,Weighing effectiveness versus risk in obesity drugs,Weighing effectiveness versus risk in obesity drugs
healthfact,39745,1,0,0,0.5408113245852009,0.4591886754147991,0.5408113245852009,0.75047404,0.24952598,0.75047404,A photo shows a weasel riding on the back of a woodpecker in flight.,A photo shows a weasel riding on the back of a woodpecker in flight.
healthfact,25950,0,1,1,0.4705568393885136,0.5294431606114863,0.5294431606114863,0.3583498,0.64165026,0.64165026,New study: The flu vaccine is 'significantly associated' with an increased risk of coronavirus,New study: The flu vaccine is 'significantly associated' with an increased risk of coronavirus
healthfact,10025,0,1,1,0.2152325670116904,0.7847674329883095,0.7847674329883095,0.01245469,0.9875453,0.9875453,Aspirin Linked to Lower Pancreatic Cancer Risk,Aspirin Linked to Lower Pancreatic Cancer Risk
healthfact,9396,1,0,0,0.6431027934781286,0.3568972065218714,0.6431027934781286,0.58390206,0.41609794,0.58390206,How barbershops could help lower blood pressure,How barbershops could help lower blood pressure
healthfact,29579,0,1,1,0.4920648279212136,0.5079351720787864,0.5079351720787864,0.41987053,0.5801295,0.5801295,Individuals with a high net worth are ineligible to serve in the military because they are more likely to be insubordinate.,Individuals with a high net worth are ineligible to serve in the military because they are more likely to be insubordinate.
healthfact,12194,0,1,1,0.3470977348778203,0.6529022651221796,0.6529022651221796,0.34535146,0.6546486,0.6546486,"House Bill 330 ""grants immunity from liability to motorists who strike protesters.","House Bill 330 ""grants immunity from liability to motorists who strike protesters."
healthfact,10483,0,1,1,0.3879512669267781,0.6120487330732218,0.6120487330732218,0.29347038,0.70652956,0.70652956,Viscosupplementation Recommended For Appropriate Patients with Knee Osteoarthritis,Viscosupplementation Recommended For Appropriate Patients with Knee Osteoarthritis
healthfact,27797,1,0,0,0.7978140888819731,0.2021859111180268,0.7978140888819731,0.59933096,0.400669,0.59933096,The family of Anne Frank sought (and was denied) refugee status in the United States.,The family of Anne Frank sought (and was denied) refugee status in the United States.
healthfact,31938,0,1,1,0.2817794833403189,0.7182205166596811,0.7182205166596811,0.098067075,0.90193295,0.90193295,"Newport developed marijuana cigarettes which will be available for purchase ""next year.","Newport developed marijuana cigarettes which will be available for purchase ""next year."
healthfact,10822,0,1,1,0.3401850095669745,0.6598149904330255,0.6598149904330255,0.48695904,0.51304096,0.51304096,"Mammograms Save Lives for Women in Their 40s, Study Says","Mammograms Save Lives for Women in Their 40s, Study Says"
healthfact,10979,0,1,1,0.2194068359470924,0.7805931640529076,0.7805931640529076,0.33506218,0.6649378,0.6649378,"Drugs may make stents deadly, study says","Drugs may make stents deadly, study says"
healthfact,26446,1,0,0,0.8506334281177228,0.1493665718822771,0.8506334281177228,0.92920387,0.070796154,0.92920387,Stay-at-home orders “actually are the law of these states.”,Stay-at-home orders “actually are the law of these states.”
healthfact,28177,1,0,0,0.5140098897311003,0.4859901102688997,0.5140098897311003,0.75940263,0.24059743,0.75940263,Wells Fargo and Chase are invested in the Dakota Access Pipeline.,Wells Fargo and Chase are invested in the Dakota Access Pipeline.
healthfact,9142,1,0,0,0.6950451854843054,0.3049548145156945,0.6950451854843054,0.9037327,0.09626728,0.9037327,Cannabis Derivative Cannabidiol Reduces Seizures in Severe Epilepsy Disorder,Cannabis Derivative Cannabidiol Reduces Seizures in Severe Epilepsy Disorder
healthfact,10069,0,1,1,0.3569969273546021,0.6430030726453979,0.6430030726453979,0.033379074,0.9666209,0.9666209,Compound May Fight Hard-to-Treat Lung Cancer,Compound May Fight Hard-to-Treat Lung Cancer
healthfact,29250,0,1,1,0.2552520508858383,0.7447479491141616,0.7447479491141616,0.25317812,0.7468219,0.7468219,"Health officials have seen a surge in the number of people using ""bug spray"" to get high.","Health officials have seen a surge in the number of people using ""bug spray"" to get high."
healthfact,18440,0,1,1,0.2093852520604083,0.7906147479395916,0.7906147479395916,0.18203993,0.81796014,0.81796014,"Oregon Health Authority Says that in 2007, ""Oregon ranked 25th -- or 7th from the bottom -- in percentage of children with untreated decay compared to 32 other states with similar data.","Oregon Health Authority Says that in 2007, ""Oregon ranked 25th -- or 7th from the bottom -- in percentage of children with untreated decay compared to 32 other states with similar data."
healthfact,27427,1,0,0,0.7979672303033112,0.2020327696966888,0.7979672303033112,0.662671,0.33732894,0.662671,United States health care facilities face an intravenous bag shortage because of the devastation wreaked by Hurricane Maria in September 2017.,United States health care facilities face an intravenous bag shortage because of the devastation wreaked by Hurricane Maria in September 2017.
healthfact,21275,1,0,0,0.8198014613455227,0.1801985386544773,0.8198014613455227,0.7956812,0.20431884,0.7956812,"Wisconsin bill ""grants drug companies and medical device manufacturers immunity from injuries and deaths caused by their products.","Wisconsin bill ""grants drug companies and medical device manufacturers immunity from injuries and deaths caused by their products."
healthfact,9793,0,1,1,0.228693183654255,0.7713068163457449,0.7713068163457449,0.13642418,0.8635758,0.8635758,"I’ll Take a Sperm Test, to Go: First at-Home Male-Infertility Test Debuts","I’ll Take a Sperm Test, to Go: First at-Home Male-Infertility Test Debuts"
healthfact,9458,1,0,0,0.6310833617964071,0.3689166382035929,0.6310833617964071,0.94706345,0.052936573,0.94706345,Researchers identify CTE biomarker that may lead to diagnosis while alive,Researchers identify CTE biomarker that may lead to diagnosis while alive
healthfact,38040,1,0,0,0.8400994130293673,0.1599005869706327,0.8400994130293673,0.6612271,0.3387729,0.6612271,"The Village of Deerfield, Illinois, has approved an ordinance banning the possession of assault weapons and high-capacity magazines.","The Village of Deerfield, Illinois, has approved an ordinance banning the possession of assault weapons and high-capacity magazines."
healthfact,26560,1,0,0,0.7908067426250821,0.2091932573749178,0.7908067426250821,0.66765726,0.3323427,0.66765726,"“On February 7, the WHO warned about the limited stock of PPE. That same day, the Trump administration announced it was sending 18 tons of masks, gowns and respirators to China.”","“On February 7, the WHO warned about the limited stock of PPE. That same day, the Trump administration announced it was sending 18 tons of masks, gowns and respirators to China.”"
healthfact,10488,0,1,1,0.0540113280517693,0.9459886719482308,0.9459886719482308,0.084054366,0.9159457,0.9159457,Genes offer predictions on leukemia,Genes offer predictions on leukemia
healthfact,27434,1,0,0,0.5718098031950409,0.428190196804959,0.5718098031950409,0.6180219,0.38197806,0.6180219,"A video shows a sick, possibly starving polar bear on Baffin Island in the Canadian Arctic.","A video shows a sick, possibly starving polar bear on Baffin Island in the Canadian Arctic."
healthfact,21762,1,0,0,0.8681113120071563,0.1318886879928437,0.8681113120071563,0.9191464,0.08085361,0.9191464,There's no scientific conclusion that (being gay) is genetic.,There's no scientific conclusion that (being gay) is genetic.
healthfact,18510,0,1,1,0.4378946685403919,0.5621053314596081,0.5621053314596081,0.2714896,0.72851044,0.72851044,"In 2010 alone, 1,270 infants were reported to have died following attempted abortions and notably that is only one year.","In 2010 alone, 1,270 infants were reported to have died following attempted abortions and notably that is only one year."
healthfact,23881,1,0,0,0.6574253149582177,0.3425746850417823,0.6574253149582177,0.84457237,0.15542759,0.84457237,Bill McCollum holds the same position on (embryonic stem cell research) as Barack Obama.,Bill McCollum holds the same position on (embryonic stem cell research) as Barack Obama.
healthfact,12586,0,1,1,0.2971345017923378,0.7028654982076622,0.7028654982076622,0.39089587,0.6091041,0.6091041,"After prohibition ended, police deaths didn't reach 200 a year again until the year Nixon declared war on drugs.","After prohibition ended, police deaths didn't reach 200 a year again until the year Nixon declared war on drugs."
healthfact,35373,1,0,0,0.5768251382728473,0.4231748617271526,0.5768251382728473,0.5850798,0.41492027,0.5850798,A photograph shows Dr. Anthony Fauci at a baseball game with his mask lowered below his mouth.,A photograph shows Dr. Anthony Fauci at a baseball game with his mask lowered below his mouth.
healthfact,21930,1,0,0,0.51856322124638,0.4814367787536199,0.51856322124638,0.83955526,0.16044474,0.83955526,"An amendment inserted by lawmakers into the state budget ""exempts scientific researchers from all state animal cruelty laws.","An amendment inserted by lawmakers into the state budget ""exempts scientific researchers from all state animal cruelty laws."
healthfact,27491,1,0,0,0.7523515798481727,0.2476484201518272,0.7523515798481727,0.5474692,0.45253083,0.5474692,Cleveland Browns running back Isaiah Crowell once posted to his Instagram profile an artist's rendering of a hooded man cutting the throat of a police officer.,Cleveland Browns running back Isaiah Crowell once posted to his Instagram profile an artist's rendering of a hooded man cutting the throat of a police officer.
healthfact,35051,1,0,0,0.6735621558922235,0.3264378441077765,0.6735621558922235,0.6778584,0.3221416,0.6778584,"Images shared in March 2020 showed a convoy of military trucks transporting bodies away from an over-subscribed crematorium in Bergamo, Italy.","Images shared in March 2020 showed a convoy of military trucks transporting bodies away from an over-subscribed crematorium in Bergamo, Italy."
healthfact,37891,1,0,0,0.8011317680441911,0.1988682319558089,0.8011317680441911,0.81811565,0.18188436,0.81811565,"Image of a COVID-19 anti-lockdown protester's sign calling to re-open ""Pennslvania"" and referencing ""we the peaple"" is not doctored or altered in any way.","Image of a COVID-19 anti-lockdown protester's sign calling to re-open ""Pennslvania"" and referencing ""we the peaple"" is not doctored or altered in any way."
healthfact,27974,1,0,0,0.787516802108464,0.2124831978915359,0.787516802108464,0.85961115,0.1403889,0.85961115,An anti-seat belt law advocate was killed in automobile accident.,An anti-seat belt law advocate was killed in automobile accident.
healthfact,10335,1,0,0,0.8071337077446948,0.1928662922553051,0.8071337077446948,0.833676,0.16632405,0.833676,"Mending broken sleep: Sleep apnea, the dangerous cessation of breathing during sleep, is being diagnosed more and more. A simple machine can bring refreshing relief","Mending broken sleep: Sleep apnea, the dangerous cessation of breathing during sleep, is being diagnosed more and more. A simple machine can bring refreshing relief"
healthfact,9344,1,0,0,0.5867118695725086,0.4132881304274913,0.5867118695725086,0.9239999,0.076000065,0.9239999,Hyperbaric oxygen: The mysterious therapy that saved a cancer survivor from radiation side effects,Hyperbaric oxygen: The mysterious therapy that saved a cancer survivor from radiation side effects
healthfact,36124,1,0,0,0.5435595922230427,0.4564404077769573,0.5435595922230427,0.89509964,0.104900315,0.89509964,Rolex sales records are so well-kept that they were used to solve an open homicide.,Rolex sales records are so well-kept that they were used to solve an open homicide.
healthfact,38078,1,0,0,0.5951499925702493,0.4048500074297508,0.5951499925702493,0.81397456,0.18602541,0.81397456,"Pope Francis bestowed the Pontifical Medal upon Lilianne Ploumen, a Dutch pro-abortion activist.","Pope Francis bestowed the Pontifical Medal upon Lilianne Ploumen, a Dutch pro-abortion activist."
healthfact,9470,1,0,0,0.6764404441023497,0.3235595558976502,0.6764404441023497,0.5464887,0.45351133,0.5464887,"Ecstasy could be ‘breakthrough’ therapy for soldiers, others suffering from PTSD","Ecstasy could be ‘breakthrough’ therapy for soldiers, others suffering from PTSD"
healthfact,22291,0,1,1,0.4514972397916377,0.5485027602083623,0.5485027602083623,0.36943647,0.6305635,0.6305635,"Abortion services are ""well over 90 percent of what Planned Parenthood does.","Abortion services are ""well over 90 percent of what Planned Parenthood does."
healthfact,28108,1,0,0,0.6602392713659251,0.3397607286340749,0.6602392713659251,0.7205712,0.27942872,0.7205712,Rihanna's Instagram message to followers to throw away the Snapchat app caused the company's share value to fall by hundreds of millions of dollars in one day.,Rihanna's Instagram message to followers to throw away the Snapchat app caused the company's share value to fall by hundreds of millions of dollars in one day.
healthfact,10640,0,1,1,0.2369117408234098,0.7630882591765902,0.7630882591765902,0.2041778,0.79582226,0.79582226,Drug may delay high blood pressure in some,Drug may delay high blood pressure in some
healthfact,27167,1,0,0,0.8114401896982066,0.1885598103017934,0.8114401896982066,0.80914176,0.19085827,0.80914176,"A list of chemicals, written as if they were ingredients on a food label, accurately depicts the chemical composition of a banana.","A list of chemicals, written as if they were ingredients on a food label, accurately depicts the chemical composition of a banana."
healthfact,8951,0,1,1,0.3843859109589099,0.61561408904109,0.61561408904109,0.3687433,0.6312567,0.6312567,'Universal' blood test for earlier diagnosis of cancer moves closer to market,'Universal' blood test for earlier diagnosis of cancer moves closer to market
healthfact,34865,0,1,1,0.3082399427845389,0.6917600572154611,0.6917600572154611,0.37573427,0.62426573,0.62426573,"In 2019, a U.S. District Court judge ruled that girls in an Illinois school district ""must shower with boys"" and had no right to privacy.","In 2019, a U.S. District Court judge ruled that girls in an Illinois school district ""must shower with boys"" and had no right to privacy."
healthfact,28225,1,0,0,0.8679550461408778,0.1320449538591221,0.8679550461408778,0.7628997,0.23710026,0.7628997,"Donald Trump violated Palm Beach ordinances by putting up an outsized U.S. flag and pole, then donating the money he was fined to veterans' organizations.","Donald Trump violated Palm Beach ordinances by putting up an outsized U.S. flag and pole, then donating the money he was fined to veterans' organizations."
healthfact,11307,0,1,1,0.3761156350310148,0.6238843649689851,0.6238843649689851,0.34065557,0.6593444,0.6593444,Knee Braces Ease Osteoarthritis Pain,Knee Braces Ease Osteoarthritis Pain
healthfact,9895,0,1,1,0.2968480486896294,0.7031519513103706,0.7031519513103706,0.009223796,0.99077624,0.99077624,"For Cold Virus, Zinc May Edge Out Even Chicken Soup","For Cold Virus, Zinc May Edge Out Even Chicken Soup"
healthfact,25824,1,0,0,0.5488137773185006,0.4511862226814994,0.5488137773185006,0.877047,0.12295303,0.877047,There’s a “direct correlation” between North Carolina’s mask requirement and COVID-19 stabilization.,There’s a “direct correlation” between North Carolina’s mask requirement and COVID-19 stabilization.
healthfact,26589,1,0,0,0.9689023311610346,0.0310976688389653,0.9689023311610346,0.84957254,0.15042745,0.84957254,Facebook post Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.,Facebook post Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.
healthfact,27347,1,0,0,0.6289913750709805,0.3710086249290195,0.6289913750709805,0.609148,0.3908519,0.609148,Roseanne Barr posed as Hitler for an issue of satirical Jewish magazine 'Heeb.',Roseanne Barr posed as Hitler for an issue of satirical Jewish magazine 'Heeb.'
healthfact,36251,1,0,0,0.5719468035721353,0.4280531964278646,0.5719468035721353,0.6826507,0.31734937,0.6826507,"Mississippi chicken plant Koch Foods, which was raided by ICE in August 2019, was the subject of a previous lawsuit brought by workers and was subsequently ordered to pay a settlement.","Mississippi chicken plant Koch Foods, which was raided by ICE in August 2019, was the subject of a previous lawsuit brought by workers and was subsequently ordered to pay a settlement."
healthfact,9773,1,0,0,0.6374279509220931,0.3625720490779068,0.6374279509220931,0.77171797,0.22828211,0.77171797,"Heart Association's Stroke Guidelines Support Clot-Removing Device If clot-busting drugs don't work, device can be used to pull the blockage out through the artery","Heart Association's Stroke Guidelines Support Clot-Removing Device If clot-busting drugs don't work, device can be used to pull the blockage out through the artery"
healthfact,12792,0,1,1,0.3331341482841778,0.6668658517158221,0.6668658517158221,0.014585046,0.985415,0.985415,"300,000 pounds of rat meat sold as chicken wings across America.","300,000 pounds of rat meat sold as chicken wings across America."
healthfact,12063,0,1,1,0.1885130756296835,0.8114869243703164,0.8114869243703164,0.0012929739,0.99870706,0.99870706,Missouri Votes to Let Employers Fire People Who Use Birth Control.,Missouri Votes to Let Employers Fire People Who Use Birth Control.
healthfact,10849,0,1,1,0.4700692906023581,0.5299307093976419,0.5299307093976419,0.2867829,0.71321714,0.71321714,"Mammograms Cut Risk of Breast Cancer Death by Half, Study Finds","Mammograms Cut Risk of Breast Cancer Death by Half, Study Finds"
healthfact,22338,1,0,0,0.6303888473684479,0.3696111526315521,0.6303888473684479,0.63267195,0.36732808,0.63267195,"There has never been a death caused by a [commercial nuclear] reactor in the United States, even when Three Mile Island failed in the 1970s.","There has never been a death caused by a [commercial nuclear] reactor in the United States, even when Three Mile Island failed in the 1970s."
healthfact,10248,1,0,0,0.9110518631159862,0.0889481368840137,0.9110518631159862,0.9561305,0.04386949,0.9561305,Trendy fizzy drink is mushrooming,Trendy fizzy drink is mushrooming
healthfact,27124,1,0,0,0.8203664386906573,0.1796335613093427,0.8203664386906573,0.9538723,0.046127677,0.9538723,An image of a plant with phallic-looking structures is a genuine botanical specimen.,An image of a plant with phallic-looking structures is a genuine botanical specimen.
healthfact,26465,1,0,0,0.6646048057134949,0.3353951942865051,0.6646048057134949,0.60980386,0.3901962,0.60980386,"Republicans “have shown themselves willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more, even in the middle of this public health crisis.","Republicans “have shown themselves willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more, even in the middle of this public health crisis."
healthfact,9702,1,0,0,0.6609665087595722,0.3390334912404277,0.6609665087595722,0.51140517,0.48859477,0.51140517,"Women with Stage 4 breast cancer survive longer if they have surgery, study shows","Women with Stage 4 breast cancer survive longer if they have surgery, study shows"
healthfact,9409,1,0,0,0.8033787502883711,0.1966212497116289,0.8033787502883711,0.82964134,0.17035872,0.82964134,Gone With A Shot? Hopeful New Signs Of Relief For Migraine Sufferers,Gone With A Shot? Hopeful New Signs Of Relief For Migraine Sufferers
healthfact,10173,1,0,0,0.8241784356747486,0.1758215643252514,0.8241784356747486,0.9495222,0.050477833,0.9495222,An implant that hits a nerve,An implant that hits a nerve
healthfact,27275,1,0,0,0.5835188069942502,0.4164811930057498,0.5835188069942502,0.7071871,0.29281288,0.7071871,A TEDx speaker gave a talk that referred to pedophilia as an 'unchangeable sexual orientation.',A TEDx speaker gave a talk that referred to pedophilia as an 'unchangeable sexual orientation.'
healthfact,24341,0,1,1,0.4528391768788947,0.5471608231211053,0.5471608231211053,0.11715844,0.8828416,0.8828416,"Chile ranks third internationally in economic freedom, while the U.S. ranks 17th.","Chile ranks third internationally in economic freedom, while the U.S. ranks 17th."
healthfact,42037,0,1,1,0.2313755814693715,0.7686244185306285,0.7686244185306285,0.05976801,0.940232,0.940232,Henry Winkler Dead at 77 – A Huge Trump Supporter and Lifelong Gun Lover.,Henry Winkler Dead at 77 – A Huge Trump Supporter and Lifelong Gun Lover.
healthfact,15295,0,1,1,0.4586070312042779,0.5413929687957221,0.5413929687957221,0.3788428,0.6211572,0.6211572,Almost 95 percent of all (Planned Parenthood) pregnancy services were abortions.,Almost 95 percent of all (Planned Parenthood) pregnancy services were abortions.
healthfact,35538,0,1,1,0.3347001677827013,0.6652998322172987,0.6652998322172987,0.46194285,0.5380571,0.5380571,"Rudy Giuliani correctly tweeted that a research lab in Wuhan, China, got a $3.7 million grant from the U.S. in 2017 despite a ban on such funding.","Rudy Giuliani correctly tweeted that a research lab in Wuhan, China, got a $3.7 million grant from the U.S. in 2017 despite a ban on such funding."
healthfact,24605,0,1,1,0.3611390374260519,0.6388609625739481,0.6388609625739481,0.41209155,0.5879085,0.5879085,"The health care reform plan would set limits similar to the ""socialized"" system in Britain, where people are allowed to die if their treatment would cost more than $22,000.","The health care reform plan would set limits similar to the ""socialized"" system in Britain, where people are allowed to die if their treatment would cost more than $22,000."
healthfact,10499,1,0,0,0.5211472531501669,0.4788527468498331,0.5211472531501669,0.95317143,0.046828598,0.95317143,Extracting the facts about pomegranate pills,Extracting the facts about pomegranate pills
healthfact,26210,1,0,0,0.917067736227022,0.082932263772978,0.917067736227022,0.9604,0.039600033,0.9604,Facebook post Says researchers found a “fabric that kills coronaviruses”,Facebook post Says researchers found a “fabric that kills coronaviruses”
healthfact,13529,0,1,1,0.3906760330084099,0.6093239669915901,0.6093239669915901,0.049488686,0.9505113,0.9505113,"California’s Prop 55 ""prevents $4 billion in new cuts to our schools.","California’s Prop 55 ""prevents $4 billion in new cuts to our schools."
healthfact,27899,1,0,0,0.7962035761114877,0.2037964238885123,0.7962035761114877,0.6341072,0.36589286,0.6341072,A photograph shows the wedding of a U.S. Marine disfigured by combat wounds.,A photograph shows the wedding of a U.S. Marine disfigured by combat wounds.
healthfact,27241,1,0,0,0.7942568253049831,0.2057431746950169,0.7942568253049831,0.83718127,0.16281877,0.83718127,A 26-year-old man named Alex Smith of Minneapolis died because he had aged out of his mother's health insurance and couldn't afford insulin.,A 26-year-old man named Alex Smith of Minneapolis died because he had aged out of his mother's health insurance and couldn't afford insulin.
