dataset,record_id,label,tfidf_prediction,biobert_prediction,tfidf_prob_0,tfidf_prob_1,tfidf_confidence,biobert_prob_0,biobert_prob_1,biobert_confidence,text,model_text
healthfact,28126,1,0,1,0.6138570254039218,0.3861429745960781,0.6138570254039218,0.49872833,0.50127167,0.50127167,"An increase in documented cases of people ""scromiting"" (screaming while vomiting) is linked to chronic heavy marijuana use.","An increase in documented cases of people ""scromiting"" (screaming while vomiting) is linked to chronic heavy marijuana use."
healthfact,39292,0,1,0,0.3697778697763436,0.6302221302236564,0.6302221302236564,0.806131,0.19386904,0.806131,Pro-life activists say Girl Scout cookie sales benefit Planned Parenthood and have called for a boycott.,Pro-life activists say Girl Scout cookie sales benefit Planned Parenthood and have called for a boycott.
healthfact,30817,0,1,0,0.496966282888739,0.503033717111261,0.503033717111261,0.71774703,0.282253,0.71774703,Authorities in Kenya warned of a new outbreak of HPV that spreads through kissing and is deadlier than HIV/Aids.,Authorities in Kenya warned of a new outbreak of HPV that spreads through kissing and is deadlier than HIV/Aids.
healthfact,25301,1,0,1,0.8328704306965182,0.1671295693034817,0.8328704306965182,0.49148995,0.50851005,0.50851005,"In the Illinois Legislature, Barack Obama ""voted 'present,' instead of yes or no"" on seven votes involving abortion rights.","In the Illinois Legislature, Barack Obama ""voted 'present,' instead of yes or no"" on seven votes involving abortion rights."
healthfact,24475,0,1,0,0.3431610555172447,0.6568389444827553,0.6568389444827553,0.7941342,0.20586574,0.7941342,"The Baucus health care bill ""could be used to ban guns in home self-defense.","The Baucus health care bill ""could be used to ban guns in home self-defense."
healthfact,12507,1,0,1,0.538357472427198,0.461642527572802,0.538357472427198,0.18015794,0.81984204,0.81984204,Planned Parenthood is the biggest abortion provider in the country.,Planned Parenthood is the biggest abortion provider in the country.
healthfact,40445,0,1,0,0.4060781794087199,0.5939218205912801,0.5939218205912801,0.6380485,0.3619514,0.6380485,A warning about a chemical called benzene that is linked to cancer such as leukemia . The warning says that benzene can build up inside parked automobiles and suggests that drivers roll down their windows to ventilate the car’s interior prior to switching on the air conditioner.,A warning about a chemical called benzene that is linked to cancer such as leukemia . The warning says that benzene can build up inside parked automobiles and suggests that drivers roll down their windows to ventilate the car’s interior prior to switching on the air conditioner.
healthfact,22704,1,0,1,0.5206245573488617,0.4793754426511382,0.5206245573488617,0.18572874,0.8142713,0.8142713,"Of the top five cities for staged automobile accidents, three are in Florida. … We rank No. 1 in the country in staged auto accidents.","Of the top five cities for staged automobile accidents, three are in Florida. … We rank No. 1 in the country in staged auto accidents."
healthfact,24238,1,0,1,0.793911827463995,0.2060881725360049,0.793911827463995,0.4018429,0.5981571,0.5981571,"As bank president, Alex Sink eliminated thousands of Florida jobs while taking over $8 million in salary and bonuses.","As bank president, Alex Sink eliminated thousands of Florida jobs while taking over $8 million in salary and bonuses."
healthfact,11354,1,0,1,0.6045878926061711,0.3954121073938289,0.6045878926061711,0.4083633,0.5916367,0.5916367,Stem Cell Research: The Quest Resumes,Stem Cell Research: The Quest Resumes
healthfact,27220,1,0,1,0.7690135942025027,0.2309864057974973,0.7690135942025027,0.2930262,0.7069738,0.7069738,The school shooting rate in non-Christian Japan is vastly lower than that of mostly Christian Texas.,The school shooting rate in non-Christian Japan is vastly lower than that of mostly Christian Texas.
healthfact,10438,0,1,0,0.4051845663492438,0.5948154336507562,0.5948154336507562,0.50114346,0.49885657,0.50114346,Panel recommends pneumonia vaccine for adult smokers,Panel recommends pneumonia vaccine for adult smokers
healthfact,7848,1,0,1,0.5971274322963387,0.4028725677036613,0.5971274322963387,0.021084776,0.97891515,0.97891515,Five minutes in the green can boost self esteem.,Five minutes in the green can boost self esteem.
healthfact,29768,0,1,0,0.2298417354993258,0.7701582645006742,0.7701582645006742,0.92317766,0.07682238,0.92317766,Dutch teen author Noa Pothoven was voluntarily euthanized.,Dutch teen author Noa Pothoven was voluntarily euthanized.
healthfact,17712,1,0,1,0.757767519792524,0.242232480207476,0.757767519792524,0.48132014,0.5186799,0.5186799,"Hilary Rosen Says Chris Christie ""vetoed Planned Parenthood funding five times over the course of his governorship.","Hilary Rosen Says Chris Christie ""vetoed Planned Parenthood funding five times over the course of his governorship."
healthfact,993,1,0,1,0.5127247738544711,0.4872752261455288,0.5127247738544711,0.0064876364,0.99351233,0.99351233,"In an impoverished Chilean suburb, a recycling drive flourishes.","In an impoverished Chilean suburb, a recycling drive flourishes."
healthfact,37509,1,0,1,0.6291211137971939,0.370878886202806,0.6291211137971939,0.29592818,0.7040718,0.7040718,"In January 2017, Dr. Anthony Fauci predicted a serious pandemic during U.S. President Donald Trump's tenure in office.","In January 2017, Dr. Anthony Fauci predicted a serious pandemic during U.S. President Donald Trump's tenure in office."
healthfact,9692,0,1,0,0.2939458450679664,0.7060541549320336,0.7060541549320336,0.77182716,0.2281729,0.77182716,Cortisol levels in children's hair may reveal future mental health risk,Cortisol levels in children's hair may reveal future mental health risk
healthfact,2364,1,0,1,0.5728794011338258,0.4271205988661741,0.5728794011338258,0.007626542,0.9923734,0.9923734,Scientists grow viable vaginas from girls' own cells.,Scientists grow viable vaginas from girls' own cells.
healthfact,31320,0,1,0,0.2797157547143553,0.7202842452856447,0.7202842452856447,0.6381472,0.36185282,0.6381472,"Covfefe"" means something, anything.","Covfefe"" means something, anything."
healthfact,26434,1,0,1,0.6453953599406608,0.3546046400593393,0.6453953599406608,0.47180098,0.5281991,0.5281991,Virginia has “lagged behind other states when it comes to (covid-19) testing.”,Virginia has “lagged behind other states when it comes to (covid-19) testing.”
healthfact,37884,1,0,1,0.544397569919199,0.455602430080801,0.544397569919199,0.4837915,0.5162086,0.5162086,"Although Georgia Gov. Brian Kemp ""opened"" the state, his mansion remained closed for tours during the COVID-19 pandemic.","Although Georgia Gov. Brian Kemp ""opened"" the state, his mansion remained closed for tours during the COVID-19 pandemic."
healthfact,9853,1,0,1,0.6095891132386373,0.3904108867613626,0.6095891132386373,0.48524544,0.51475453,0.51475453,Test may help predict colon cancer recurrence risk,Test may help predict colon cancer recurrence risk
healthfact,14124,0,1,0,0.3252975090657599,0.6747024909342401,0.6747024909342401,0.5289295,0.4710705,0.5289295,"A three-cents-per-ounce soda tax in Philadelphia ""would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.","A three-cents-per-ounce soda tax in Philadelphia ""would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry."
healthfact,35972,1,0,1,0.6308359938129091,0.3691640061870908,0.6308359938129091,0.15076396,0.8492361,0.8492361,Current expenditures could likely cover the estimated costs of Medicare for All.,Current expenditures could likely cover the estimated costs of Medicare for All.
healthfact,26961,0,1,0,0.348578895256901,0.651421104743099,0.651421104743099,0.91554815,0.084451854,0.91554815,Event 201 “gave out stuffed souvenir coronavirus toys” to “commemorate” Novel coronavirus outbreak,Event 201 “gave out stuffed souvenir coronavirus toys” to “commemorate” Novel coronavirus outbreak
healthfact,15378,1,0,1,0.6681105574976232,0.3318894425023768,0.6681105574976232,0.46293128,0.53706867,0.53706867,"Hillary Clinton Says she ""called for addressing risks of derivatives, cracking down on subprime mortgages and improving financial oversight"" early on in the financial crisis.","Hillary Clinton Says she ""called for addressing risks of derivatives, cracking down on subprime mortgages and improving financial oversight"" early on in the financial crisis."
healthfact,2591,1,0,1,0.6456437339441307,0.3543562660558693,0.6456437339441307,0.011951027,0.988049,0.988049,"For a full-body workout, drumming is the novelty to beat.","For a full-body workout, drumming is the novelty to beat."
healthfact,9496,1,0,1,0.6915120466631296,0.3084879533368704,0.6915120466631296,0.109258935,0.89074105,0.89074105,Therapy animals are everywhere. Proof that they help is not.,Therapy animals are everywhere. Proof that they help is not.
healthfact,13391,0,1,0,0.3380071782803852,0.6619928217196148,0.6619928217196148,0.5674978,0.43250215,0.5674978,"Mike Coffman Says state Sen. Morgan Carroll's votes made ""it easier to sue doctors, small businesses, even nurses. Putting her own shady interests first.","Mike Coffman Says state Sen. Morgan Carroll's votes made ""it easier to sue doctors, small businesses, even nurses. Putting her own shady interests first."
healthfact,17243,1,0,1,0.6838500361666067,0.3161499638333934,0.6838500361666067,0.395123,0.604877,0.604877,"Women ""are still paid 82 cents for every dollar a man earns in Texas.","Women ""are still paid 82 cents for every dollar a man earns in Texas."
healthfact,16891,1,0,1,0.5156109390952393,0.4843890609047607,0.5156109390952393,0.2922361,0.70776397,0.70776397,"The typical Wisconsin worker makes $5,000 less each year than our neighbors in Minnesota"" under Gov. Scott Walker’s policies.","The typical Wisconsin worker makes $5,000 less each year than our neighbors in Minnesota"" under Gov. Scott Walker’s policies."
healthfact,4122,1,0,1,0.6537799361261278,0.3462200638738722,0.6537799361261278,0.0012987865,0.9987012,0.9987012,"Cracking the mysteries of the elusive, majestic whale shark.","Cracking the mysteries of the elusive, majestic whale shark."
healthfact,30280,0,1,0,0.3893785941139435,0.6106214058860565,0.6106214058860565,0.81596595,0.18403403,0.81596595,"The University of Louisville Hospital confirmed the deaths of 16 people from a rare strain of the ""HR3211 virus.","The University of Louisville Hospital confirmed the deaths of 16 people from a rare strain of the ""HR3211 virus."
healthfact,33578,0,1,0,0.304914396362814,0.695085603637186,0.695085603637186,0.83471453,0.16528551,0.83471453,"The web site Genpets.com sells mass-produced, bioengineered pets.","The web site Genpets.com sells mass-produced, bioengineered pets."
healthfact,38349,0,1,0,0.2501071088842944,0.7498928911157056,0.7498928911157056,0.5819871,0.41801286,0.5819871,A report of a 7-year-old girl who got breast implants has stirred controversy.,A report of a 7-year-old girl who got breast implants has stirred controversy.
healthfact,9698,1,0,1,0.6666366462277964,0.3333633537722036,0.6666366462277964,0.10886831,0.89113176,0.89113176,12 Minutes of Yoga for Better Bone Health,12 Minutes of Yoga for Better Bone Health
healthfact,14799,1,0,1,0.5539110602541508,0.4460889397458492,0.5539110602541508,0.21597888,0.78402114,0.78402114,"Since 2004, more than 2,000 suspected terrorists have legally purchased weapons in the United States.","Since 2004, more than 2,000 suspected terrorists have legally purchased weapons in the United States."
healthfact,37542,0,1,0,0.4123791423138885,0.5876208576861115,0.5876208576861115,0.5643711,0.43562883,0.5643711,"A national four-week quarantine will start on April 1 2020, affecting the entire population of the United States.","A national four-week quarantine will start on April 1 2020, affecting the entire population of the United States."
healthfact,22813,1,0,1,0.8238089365559524,0.1761910634440475,0.8238089365559524,0.39151618,0.60848385,0.60848385,"In 1981, Matagorda, Brazoria, and Galveston Counties all opted out of the Social Security program for their employees. Today, their program is very, very well-funded and there is no question about whether it’s going to be funded in"" years to come.","In 1981, Matagorda, Brazoria, and Galveston Counties all opted out of the Social Security program for their employees. Today, their program is very, very well-funded and there is no question about whether it’s going to be funded in"" years to come."
healthfact,30693,0,1,0,0.407755670514957,0.592244329485043,0.592244329485043,0.7903631,0.20963693,0.7903631,A tourist's unfortunate bout of stomach upset on a Spanish roller coaster splashed liquid fecal matter on other customers.,A tourist's unfortunate bout of stomach upset on a Spanish roller coaster splashed liquid fecal matter on other customers.
healthfact,24588,1,0,1,0.8827146664247023,0.1172853335752977,0.8827146664247023,0.009208505,0.99079156,0.99079156,Preventive care does not save the government money.,Preventive care does not save the government money.
healthfact,21498,1,0,1,0.7186405312057829,0.2813594687942171,0.7186405312057829,0.49517605,0.5048239,0.5048239,The ratio of corporate profits to wages is now higher than at any time since just before the Great Depression.,The ratio of corporate profits to wages is now higher than at any time since just before the Great Depression.
healthfact,13129,1,0,1,0.5414707140726731,0.4585292859273268,0.5414707140726731,0.20642188,0.79357815,0.79357815,"California has seen a ""56 percent decline in the gun murder rate"" since the 1990s.","California has seen a ""56 percent decline in the gun murder rate"" since the 1990s."
healthfact,35447,1,0,1,0.7308993017134384,0.2691006982865615,0.7308993017134384,0.3884069,0.61159307,0.61159307,The U.S. has had 143 criminal convictions for absentee-ballot fraud (or .0006% of the total vote) over the past 20 years.,The U.S. has had 143 criminal convictions for absentee-ballot fraud (or .0006% of the total vote) over the past 20 years.
healthfact,10848,0,1,0,0.295534987001752,0.7044650129982479,0.7044650129982479,0.8839153,0.11608469,0.8839153,"Pfizer: New cancer pill gives hope, new strategy","Pfizer: New cancer pill gives hope, new strategy"
healthfact,23732,1,0,1,0.5254392321719994,0.4745607678280005,0.5254392321719994,0.33783162,0.66216844,0.66216844,"Under President George W. Bush, the U.S. had ""52 months of ... uninterrupted job creation"" and ""revenues were at an all-time high in 2007.","Under President George W. Bush, the U.S. had ""52 months of ... uninterrupted job creation"" and ""revenues were at an all-time high in 2007."
healthfact,35011,0,1,0,0.3854211278233082,0.6145788721766918,0.6145788721766918,0.614147,0.38585296,0.614147,"A viral social media post in January 2020 represented an authentic, accurate ""health bulletin"" about the new coronavirus outbreak from an official public health authority.","A viral social media post in January 2020 represented an authentic, accurate ""health bulletin"" about the new coronavirus outbreak from an official public health authority."
healthfact,33988,1,0,1,0.6035272373420573,0.3964727626579427,0.6035272373420573,0.489783,0.5102171,0.5102171,"U.S. Sen. Elizabeth Warren said or argued to the effect that ""taxpayers must fund sex reassignment surgery.","U.S. Sen. Elizabeth Warren said or argued to the effect that ""taxpayers must fund sex reassignment surgery."
healthfact,35014,0,1,0,0.410294472424866,0.589705527575134,0.589705527575134,0.62754,0.37246004,0.62754,A coronavirus-related health advisory graphic issued by the World Health Organization warned against unprotected sex with farm animals.,A coronavirus-related health advisory graphic issued by the World Health Organization warned against unprotected sex with farm animals.
healthfact,11440,0,1,0,0.3900953700925209,0.6099046299074791,0.6099046299074791,0.7257661,0.2742339,0.7257661,Anti-Gravity Treadmill helps injured get moving again,Anti-Gravity Treadmill helps injured get moving again
healthfact,11485,0,1,0,0.3845887225691496,0.6154112774308503,0.6154112774308503,0.92139804,0.0786019,0.92139804,New Portable Scanner for Breast Cancer,New Portable Scanner for Breast Cancer
healthfact,2834,1,0,1,0.5769208216335099,0.4230791783664901,0.5769208216335099,0.01748961,0.9825104,0.9825104,North Carolina ultrasound abortion law ruled illegal by judge.,North Carolina ultrasound abortion law ruled illegal by judge.
healthfact,5195,1,0,1,0.515556012104466,0.484443987895534,0.515556012104466,0.015104439,0.9848956,0.9848956,GOP senators blink on a big chance to repeal ‘Obamacare’.,GOP senators blink on a big chance to repeal ‘Obamacare’.
healthfact,11332,0,1,0,0.3809462083429786,0.6190537916570213,0.6190537916570213,0.9665745,0.033425543,0.9665745,Researchers Develop Simple Paper Test That Quickly Diagnoses Illnesses by Changing Colour,Researchers Develop Simple Paper Test That Quickly Diagnoses Illnesses by Changing Colour
healthfact,29305,0,1,0,0.3450213564828686,0.6549786435171314,0.6549786435171314,0.67704594,0.32295403,0.67704594,"A Johns Hopkins scientist issued a ""blistering report"" on flu vaccine dangers in the British Medical Journal.","A Johns Hopkins scientist issued a ""blistering report"" on flu vaccine dangers in the British Medical Journal."
healthfact,4855,1,0,1,0.5555587553374199,0.44444124466258,0.5555587553374199,0.0072157118,0.99278426,0.99278426,US Sen. Reed wants to shorten the suicide prevention hotline.,US Sen. Reed wants to shorten the suicide prevention hotline.
healthfact,35602,0,1,0,0.4636981623424709,0.536301837657529,0.536301837657529,0.94563276,0.054367214,0.94563276,The common allergy drug Benadryl can be used to treat rattlesnake bites.,The common allergy drug Benadryl can be used to treat rattlesnake bites.
healthfact,8977,0,1,0,0.3781233322862661,0.6218766677137338,0.6218766677137338,0.90673184,0.093268126,0.90673184,A brain injury diagnosed with a single drop of blood,A brain injury diagnosed with a single drop of blood
healthfact,9466,1,0,1,0.5078426176117422,0.4921573823882578,0.5078426176117422,0.25807607,0.7419239,0.7419239,Immune-Focused Drug May Be New Weapon Against Advanced Melanoma,Immune-Focused Drug May Be New Weapon Against Advanced Melanoma
healthfact,15067,0,1,0,0.288145875506515,0.711854124493485,0.711854124493485,0.6581886,0.34181148,0.6581886,"Pope Francis uses a modest compact car to get around, while Creflo Dollar drives an expensive sports car.","Pope Francis uses a modest compact car to get around, while Creflo Dollar drives an expensive sports car."
healthfact,9089,0,1,0,0.2101030212413072,0.7898969787586928,0.7898969787586928,0.6403449,0.35965505,0.6403449,Bodycad Announces First Use of Its Unicompartmental Knee System in Patients,Bodycad Announces First Use of Its Unicompartmental Knee System in Patients
healthfact,33568,0,1,0,0.3369523843156293,0.6630476156843707,0.6630476156843707,0.6978879,0.30211213,0.6978879,A megalodon capsized a South African charter vessel in April 2013.,A megalodon capsized a South African charter vessel in April 2013.
healthfact,32860,0,1,0,0.3592653963643792,0.6407346036356207,0.6407346036356207,0.9337448,0.066255175,0.9337448,"Pantene shampoo and conditioner leave a build-up on hair that causes it to heat up and ""smoke"" when combined with highlight foils.","Pantene shampoo and conditioner leave a build-up on hair that causes it to heat up and ""smoke"" when combined with highlight foils."
healthfact,9077,0,1,0,0.265289695729202,0.734710304270798,0.734710304270798,0.55338895,0.44661108,0.55338895,On-and-off fasting helps fight obesity,On-and-off fasting helps fight obesity
healthfact,8426,1,0,1,0.5429909170990022,0.4570090829009979,0.5429909170990022,0.02186347,0.9781365,0.9781365,'Stink flirting' is a thing - just ask a ring-tailed lemur.,'Stink flirting' is a thing - just ask a ring-tailed lemur.
healthfact,26382,0,1,0,0.3513651292049808,0.6486348707950191,0.6486348707950191,0.71809316,0.28190684,0.71809316,The existence of a canine coronavirus vaccine casts doubt on statements that there isn’t one for humans.,The existence of a canine coronavirus vaccine casts doubt on statements that there isn’t one for humans.
healthfact,26307,0,1,0,0.4130117818413865,0.5869882181586135,0.5869882181586135,0.6147276,0.38527238,0.6147276,"“Since the reopening of (Georgia), we’ve seen our COVID rate skyrocket by 40%.”","“Since the reopening of (Georgia), we’ve seen our COVID rate skyrocket by 40%.”"
healthfact,3927,1,0,1,0.5315894968073742,0.4684105031926258,0.5315894968073742,0.01010513,0.9898949,0.9898949,Chicago’s mayor says top cop drinking before incident in car.,Chicago’s mayor says top cop drinking before incident in car.
healthfact,40645,1,0,1,0.6765027677010733,0.3234972322989267,0.6765027677010733,0.48129424,0.51870584,0.51870584,"A prayer alert about Ryan Corbin, the grandson of singer Pat Boone. Ryan is described as being in a coma in Southern California with brain injury from a fall of three stories.","A prayer alert about Ryan Corbin, the grandson of singer Pat Boone. Ryan is described as being in a coma in Southern California with brain injury from a fall of three stories."
healthfact,9368,0,1,0,0.4388073314275815,0.5611926685724185,0.5611926685724185,0.8991073,0.10089268,0.8991073,Newly Identified Form of Vertigo Responds to Treatment,Newly Identified Form of Vertigo Responds to Treatment
healthfact,3933,1,0,1,0.5005288561079146,0.4994711438920853,0.5005288561079146,0.00093091954,0.99906915,0.99906915,Health experts back treatment for kids with peanut allergy.,Health experts back treatment for kids with peanut allergy.
healthfact,30972,0,1,0,0.2191760422961688,0.7808239577038312,0.7808239577038312,0.6705711,0.3294289,0.6705711,"The actor Nora Kirkpatrick ""played"" a victim as part of a fake terrorist bomb attack at Parsons Green in London.","The actor Nora Kirkpatrick ""played"" a victim as part of a fake terrorist bomb attack at Parsons Green in London."
healthfact,9995,1,0,1,0.5271425252893676,0.4728574747106324,0.5271425252893676,0.24689366,0.7531063,0.7531063,"More evidence coffee, tea could prevent diabetes","More evidence coffee, tea could prevent diabetes"
healthfact,1851,1,0,1,0.6820204515831418,0.3179795484168581,0.6820204515831418,0.003109343,0.9968907,0.9968907,Want to quit smoking ? Try acupuncture or hypnosis.,Want to quit smoking ? Try acupuncture or hypnosis.
healthfact,10041,1,0,1,0.5504198918822086,0.4495801081177913,0.5504198918822086,0.06939284,0.93060714,0.93060714,Estrogen Lowers Breast Cancer and Heart Attack Risk in Some,Estrogen Lowers Breast Cancer and Heart Attack Risk in Some
healthfact,42004,0,1,0,0.420775930518162,0.579224069481838,0.579224069481838,0.81784505,0.18215494,0.81784505,"Viral posts claim that climate change is a ""made-up catastrophe.","Viral posts claim that climate change is a ""made-up catastrophe."
healthfact,25931,1,0,1,0.8535221334745727,0.1464778665254273,0.8535221334745727,0.4731894,0.52681065,0.52681065,Facebook post says Joe Biden has said 150 million Americans died from guns and another 120 million from COVID-19,Facebook post says Joe Biden has said 150 million Americans died from guns and another 120 million from COVID-19
healthfact,22042,1,0,1,0.6767915245280358,0.3232084754719642,0.6767915245280358,0.47311226,0.5268878,0.5268878,Sometimes I was the only 'no' vote on the entire board.,Sometimes I was the only 'no' vote on the entire board.
healthfact,10352,0,1,0,0.4595872715462265,0.5404127284537735,0.5404127284537735,0.8547909,0.14520909,0.8547909,"New Breast Reconstruction Technique Provides Better Outcomes, Less Discomfort for Women Recovering From Breast Cancer","New Breast Reconstruction Technique Provides Better Outcomes, Less Discomfort for Women Recovering From Breast Cancer"
healthfact,9637,0,1,0,0.3455001073871374,0.6544998926128626,0.6544998926128626,0.87061507,0.12938486,0.87061507,Same-day hip replacements get patients back on their feet,Same-day hip replacements get patients back on their feet
healthfact,11003,0,1,0,0.2770323383728774,0.7229676616271226,0.7229676616271226,0.8471251,0.15287487,0.8471251,Wrist replacement surgery is a last resort for those who wish to save hand’s range of motion,Wrist replacement surgery is a last resort for those who wish to save hand’s range of motion
healthfact,10461,0,1,0,0.0891806614682272,0.9108193385317728,0.9108193385317728,0.88150615,0.118493915,0.88150615,Researchers produce first widely protective vaccine against chlamydia,Researchers produce first widely protective vaccine against chlamydia
healthfact,3295,1,0,1,0.5771505856734243,0.4228494143265757,0.5771505856734243,0.00127752,0.9987225,0.9987225,Christmas miracle for Florida dog whose heart stopped.,Christmas miracle for Florida dog whose heart stopped.
curated_health_claims,curated_0042,0,1,0,0.3829105675477977,0.6170894324522023,0.6170894324522023,0.84522253,0.1547775,0.84522253,High doses of vitamin C prevent the common cold entirely.,High doses of vitamin C prevent the common cold entirely.
